Pos	Slit	X	Y	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
124	6	34.87	8	604R6_788-493496.xlsx	6565.47	1.092	19.705	2.776	-13.94	1.6	-292.5	-51.77	6541.164	0.569	2.451	1.476	2.634	1.335	6.871	4.176	6576.664	0.569	2.451	1.476	7.901	4.004	20.61	12.53	6710.698	0.149	1.066	0.23	11.79	4.275	13.38	4.642	6725.098	0.149	1.066	0.23	12.92	4.078	14.66	4.967
125	6	33.53	8	604R6_788-497500.xlsx	6560.13	0.725	2.906	1	-11.42	4.641	-35.33	-15.06	6545.85	2.431	10.815	4.199	2.03	0.8791	23.37	12.9	6581.35	2.431	10.815	4.199	6.089	2.637	70.1	38.7	6710.273	0.004	0.122	0	25.89	14.79	3.354	2.217	6724.673	0.004	0.122	0	9874	0	1279	1028
126	6	32.18	8	604R6_788-501504.xlsx	6559.958	0.482	2.778	0.684	-13.41	4.223	-39.66	-12.81	6541.769	0.107	-0.519	0.317	8.121	3.741	-4.488	-2.081	6577.269	0.107	-0.519	0.317	24.36	11.22	-13.46	-6.242	6708.985	1.164	3.109	1.66	0.4661	1.302	1.543	4.502	6723.385	1.164	3.109	1.66	4.106	2.761	13.59	9.591
127	6	30.84	8	604R6_788-505508.xlsx	6559.225	0.643	4.46	3.004	-13.46	5.168	-63.88	-28.75	6543.2	0.642	2.562	1.587	3.092	1.618	8.431	4.796	6578.7	0.642	2.562	1.587	9.276	4.853	25.29	14.39	6711.312	0.169	0.725	0.347	2.358	5.566	1.819	4.097	6725.712	0.169	0.725	0.347	-16.59	6.742	-12.8	-5.494
128	6	29.50	8	604R6_788-509512.xlsx	6559.264	0.426	3.147	0.822	-15.09	4.038	-50.54	-13.86	6544.082	0.042	-0.211	0.065	16.94	10.87	-3.801	-1.959	6579.582	0.042	-0.211	0.065	50.83	32.61	-11.4	-5.877	6709.627	1.324	5.072	2.246	5.741	2.513	31	14.67	6724.027	1.324	5.072	2.246	0.8845	2.164	4.775	11.91
129	6	28.16	8	604R6_788-513516.xlsx	6559.301	0.444	3.219	0.876	-16.32	4.332	-55.92	-15.68	6542.977	1.229	4.157	1.764	2.122	1.231	9.389	5.704	6578.477	1.229	4.157	1.764	6.366	3.692	28.17	17.11	6709.411	0.521	1.834	0.847	-6.844	3.518	-13.36	-7.526	6723.811	0.521	1.834	0.847	-2.249	2.954	-4.39	-5.478
130	6	26.82	8	604R6_788-517520.xlsx	6559.968	0.531	3.338	1.042	-12.68	3.965	-45.05	-14.77	6540.64	0.849	1.879	0.903	2.165	1.51	4.329	3.132	6576.14	0.849	1.879	0.903	6.495	4.529	12.99	9.397	6707.765	0	16.06	4.749	-0.57	0	-9.744	0	6722.165	0	16.06	4.749	4.544	1.026	77.69	40.04
131	6	25.48	8	604R6_788-521524.xlsx	6560.226	0.787	2.225	1.197	-12.84	5.514	-30.4	-13.45	6541.243	1.107	3.356	2.007	2.001	1.321	7.147	4.885	6576.743	1.107	3.356	2.007	6.002	3.964	21.44	14.66	6711.457	0.645	2.341	1.179	0.4064	0	1.013	0.5936	6725.856	0.645	2.341	1.179	7.181	3.994	17.9	9.802
132	6	24.14	8	604R6_788-525528.xlsx	6559.832	0.515	2.254	0.907	-16.97	5.688	-40.71	-14.5	6548.538	1.902	10.634	3.749	2.499	0.899	28.28	12.77	6584.038	1.902	10.634	3.749	7.496	2.697	84.85	38.32	6710.539	0.035	-0.238	0.186	47.25	123.2	-11.98	-22.2	6724.939	0.035	-0.238	0.186	19.27	14.09	-4.887	-2.957
133	6	22.80	8	604R6_788-529532.xlsx	6562.531	1.055	16.444	3.316	-13.79	1.983	-241.4	-52.97	6542.312	1.212	1.768	1.411	1.234	1.623	2.322	3.056	6577.812	1.212	1.768	1.411	3.702	4.87	6.967	9.169	6709.294	0.81	1.857	1.001	-4.001	4.134	-7.91	-7.735	6723.694	0.81	1.857	1.001	3.578	3.529	7.073	7.764
134	6	21.46	8	604R6_788-533536.xlsx	6564.213	1.422	23.823	4.54	-14.21	1.748	-360.4	-88.72	6540.539	0.735	3.951	1.535	2.858	1.132	12.02	6.343	6576.039	0.735	3.951	1.535	8.573	3.397	36.05	19.03	6703.986	0	0.076	0	4.707	16.04	0.3798	1.294	6718.386	0	0.076	0	-632300	0	-51020	-29210
135	6	20.12	8	604R6_788-537540.xlsx	6556.842	0.135	-0.725	0.268	27.53	9.267	-21.24	-7.097	6545.94	2.2	10.254	4.171	1.847	0.7768	20.16	11.09	6581.44	2.2	10.254	4.171	5.541	2.33	60.47	33.26	6710.584	0.743	2.231	1.173	4.934	3.618	11.72	8.002	6724.984	0.743	2.231	1.173	-4.914	3.515	-11.67	-8.764
136	6	18.77	8	604R6_788-541544.xlsx	6559.845	0.425	2.919	0.813	-15.58	4.332	-48.4	-14.16	6542.312	0.947	2.395	1.412	2.009	1.632	5.122	4.013	6577.812	0.947	2.395	1.412	6.027	4.895	15.36	12.04	6712.541	0.922	3.25	1.261	5.166	2.968	17.87	9.99	6726.94	0.922	3.25	1.261	2.112	2.679	7.308	10.3
137	6	17.43	8	604R6_788-545548.xlsx	6559.231	0.728	2.946	2.292	-14.48	6.587	-45.43	-22.85	6541.621	0.199	0.807	0.345	6.569	2.728	5.643	2.421	6577.121	0.199	0.807	0.345	19.71	8.185	16.93	7.264	6710.467	0.115	0.602	0.253	20.43	8.074	13.09	4.803	6724.867	0.115	0.602	0.253	5.639	6.649	3.614	4.493
138	6	16.09	8	604R6_788-549552.xlsx	6559.181	0.368	2.36	0.677	-18.3	5.066	-45.98	-13.37	6543.773	2.18	4.444	3.083	1.444	1.08	6.832	6.089	6579.273	2.18	4.444	3.083	4.333	3.241	20.49	18.27	6711.287	26.334	-22.232	63.389	-1.03	5.358	24.39	65.63	6725.687	26.334	-22.232	63.389	-0.6513	6.881	15.41	120.5
139	6	14.75	8	604R6_788-553556.xlsx	6559.862	0.516	3.154	0.821	-14.36	4.441	-48.21	-15.4	6543.128	2.528	4.783	5.524	1.318	1	6.711	8.402	6578.628	2.528	4.783	5.524	3.954	3.001	20.13	25.2	6709.611	0.345	1.406	0.592	5.893	4.365	8.821	7.123	6724.011	0.345	1.406	0.592	-8.913	4.906	-13.34	-6.735
140	6	13.41	8	604R6_788-557560.xlsx	6559.312	0.214	1.543	0.445	-21.64	5.875	-35.53	-9.921	6541.594	0.16	0.659	0.288	6.117	2.737	4.293	1.984	6577.094	0.16	0.659	0.288	18.35	8.21	12.88	5.951	6711.11	0.248	1.494	0.654	12.66	4.771	20.14	7.532	6725.51	0.248	1.494	0.654	7.12	3.976	11.33	7.029
141	6	12.07	8	604R6_788-561564.xlsx	6559.911	0.443	2.76	0.553	-17.88	5.144	-52.52	-15.48	6541.718	0.312	0.673	0.475	4.067	3.392	2.913	2.471	6577.218	0.312	0.673	0.475	12.2	10.18	8.74	7.413	6710.27	0.304	1.935	0.516	12.18	3.534	25.09	7.532	6724.67	0.304	1.935	0.516	4.565	3.489	9.402	7.242
142	6	10.73	8	604R6_788-565568.xlsx	6556.863	0.026	-0.275	0.37	127.7	431.8	-37.4	-76.22	6547.847	1.449	9.838	2.907	2.804	0.8461	29.37	11.06	6583.347	1.449	9.838	2.907	8.413	2.538	88.11	33.18	6710.483	0.146	1.28	0.34	19.59	4.592	26.69	6.421	6724.883	0.146	1.28	0.34	8.517	4.005	11.6	5.688
143	6	9.39	8	604R6_788-569572.xlsx	6556.776	0.09	-0.742	0.229	47.05	11.05	-37.18	-9.097	6547.564	1.926	12.712	3.298	2.888	0.8832	39.08	14.86	6583.064	1.926	12.712	3.298	8.664	2.65	117.2	44.58	6710.566	0.129	0.889	0.304	19.13	6.538	18.1	5.782	6724.966	0.129	0.889	0.304	14.07	5.622	13.31	6.035
144	6	8.05	8	604R6_788-573576.xlsx	6556.85	0.065	-0.686	0.149	60.62	11.23	-44.3	-7.975	6541.934	0.118	0.658	0.331	11.24	3.97	7.878	2.867	6577.434	0.118	0.658	0.331	33.73	11.91	23.63	8.601	6711.111	0.087	-0.595	0.191	11.49	6.103	-7.278	-3.87	6725.511	0.087	-0.595	0.191	23.51	6.848	-14.89	-4.466
145	6	6.71	8	604R6_788-577580.xlsx	6556.74	0.082	0.864	0.137	62.5	10.29	57.45	9.584	6541.04	1.424	3.317	1.856	2.515	1.828	8.881	6.077	6576.54	1.424	3.317	1.856	7.546	5.483	26.64	18.23	6710.956	0.155	1.149	0.359	18.26	4.861	22.34	6.119	6725.356	0.155	1.149	0.359	3.241	3.779	3.963	4.701
146	6	5.36	8	604R6_788-581584.xlsx	6556.798	0.052	-0.642	0.093	91.06	11.67	-62.2	-7.908	6547.354	1.677	10.937	2.777	3.018	0.9649	35.14	13.21	6582.854	1.677	10.937	2.777	9.055	2.895	105.4	39.62	6710.609	0.069	0.572	0.229	30.2	9.876	18.39	5.028	6725.009	0.069	0.572	0.229	8.772	6.528	5.341	4.719
147	6	4.02	8	604R6_788-585588.xlsx	6556.768	0.039	-0.756	0.103	102.9	11.45	-82.83	-9.488	6545.522	1.531	10.833	2.856	3.452	0.9753	39.81	14.39	6581.022	1.531	10.833	2.856	10.36	2.926	119.4	43.16	6710.713	0.065	-0.588	0.121	27.49	6.744	-17.2	-4.866	6725.113	0.065	-0.588	0.121	29.1	7.769	-18.2	-4.416
148	6	2.68	8	604R6_788-589592.xlsx	6556.752	0.032	0.749	0.059	155.7	11.1	124.1	9.013	6541.845	0.091	0.866	0.195	16.11	3.268	14.84	3.103	6577.345	0.091	0.866	0.195	48.33	9.805	44.53	9.308	6710.62	0.061	0.946	0.153	37.97	5.993	38.22	5.62	6725.02	0.061	0.946	0.153	20.29	4.925	20.42	5.662
149	6	1.34	8	604R6_788-593596.xlsx	6556.774	0.029	0.86	0.05	189.2	10.23	173.2	9.502	6542.035	0.099	0.856	0.192	14.4	3.16	13.13	2.967	6577.535	0.099	0.856	0.192	43.21	9.48	39.39	8.9	6710.68	0.044	0.77	0.098	51.11	6.435	41.91	5.235	6725.08	0.044	0.77	0.098	39.06	5.913	32.03	5.107
150	6	0.00	8	604R6_788-597600.xlsx	6556.791	0.021	0.767	0.045	203.8	10.28	166.4	8.494	6541.915	0.07	0.634	0.19	15.82	3.788	10.67	2.548	6577.415	0.07	0.634	0.19	47.46	11.36	32.01	7.644	6710.624	0.079	0.972	0.175	36.48	6.745	37.74	7.192	6725.023	0.079	0.972	0.175	27.18	6.501	28.11	6.77
1	7	199.81	6	604R7_790-001004.xlsx	6559.595	0.408	2.91	0.715	-16.69	4.414	-51.69	-14.52	6546.762	2.308	8.822	3.883	1.737	0.8476	16.31	9.826	6582.262	2.308	8.822	3.883	5.211	2.543	48.93	29.48	6711.608	0.881	2.792	1.843	5.373	3.086	15.97	12.58	6726.008	0.881	2.792	1.843	2.663	3.747	7.915	9.148
2	7	198.47	6	604R7_790-005008.xlsx	6559.176	0.328	2.249	0.978	-16.52	5.23	-39.55	-13.72	6545.113	0.929	4.705	3.543	2.762	1.201	13.83	8.33	6580.613	0.929	4.705	3.543	8.285	3.602	41.49	24.99	6712.376	0.08	-0.256	0.262	-41.05	121.2	11.19	21.9	6726.776	0.08	-0.256	0.262	0.1169	0.4161	-0.03187	-0.1094
3	7	197.13	6	604R7_790-009012.xlsx	6559.034	0.496	2.426	0.913	-11.38	4.411	-29.38	-12.35	6547.972	2.47	13.653	4.291	2.219	0.7511	32.25	14.29	6583.472	2.47	13.653	4.291	6.658	2.253	96.75	42.88	6710.611	1.048	3.272	1.371	-1.16	2.58	-4.04	-9.449	6725.011	1.048	3.272	1.371	-4.704	2.731	-16.39	-9.429
4	7	195.79	6	604R7_790-013016.xlsx	6557.718	0.757	4.624	1.168	-10.67	3.336	-52.52	-16.91	6539.324	0	0.157	0	21.64	0	3.606	17.31	6574.824	0	0.157	0	64.91	0	10.82	51.93	6709.153	0.121	0.724	0.179	-18.4	5.751	-14.17	-4.457	6723.553	0.121	0.724	0.179	0.2999	0.722	0.231	0.5617
5	7	194.45	6	604R7_790-017020.xlsx	6559.273	0.769	3.551	1.389	-9.926	3.658	-37.52	-14.62	6543.375	0.697	3.919	1.501	3.199	1.078	13.35	5.265	6578.875	0.697	3.919	1.501	9.597	3.235	40.04	15.8	6714.155	0.176	-0.731	0.224	-13.7	5.448	10.66	4.214	6728.555	0.176	-0.731	0.224	4.506	5.243	-3.506	-4.094
6	7	193.10	6	604R7_790-021024.xlsx	6555.094	0.339	1.492	0.46	-15.92	6.319	-25.28	-10.26	6541.711	0.283	0.801	0.396	4.935	2.692	4.207	2.431	6577.211	0.283	0.801	0.396	14.8	8.077	12.62	7.294	6711.389	0.897	2.771	1.276	-5.624	3.037	-16.59	-11.15	6725.789	0.897	2.771	1.276	-4.198	3.833	-12.38	-9.662
7	7	191.76	6	604R7_790-025028.xlsx	6559.281	0.522	2.679	1.152	-11.68	4.587	-33.32	-13.32	6542.037	0.233	1.064	0.412	5.366	2.142	6.077	2.497	6577.537	0.233	1.064	0.412	16.1	6.425	18.23	7.492	6708.251	0.188	0.672	0.307	-6.775	5.659	-4.847	-3.817	6722.651	0.188	0.672	0.307	-10.54	5.788	-7.543	-4.599
8	7	190.42	6	604R7_790-029032.xlsx	6558.853	0.879	4.015	1.404	-13.16	4.061	-56.25	-19.61	6548.447	2.888	11.218	4.805	1.834	0.8742	21.9	12.5	6583.947	2.888	11.218	4.805	5.502	2.622	65.7	37.5	6709.373	0.9	2.932	1.655	-4.839	2.639	-15.1	-9.274	6723.772	0.9	2.932	1.655	-1.083	2.304	-3.381	-7.287
9	7	189.08	6	604R7_790-033036.xlsx	6557.939	0.819	4.519	1.406	-10.7	3.744	-51.47	-19.09	6541.095	0.551	1.384	1.137	2.871	2.314	4.229	3.32	6576.595	0.551	1.384	1.137	8.614	6.943	12.69	9.959	6708.298	0.777	3.955	1.438	-7.613	2.712	-32.05	-12.99	6722.698	0.777	3.955	1.438	-3.059	2.722	-12.88	-11.54
10	7	187.74	6	604R7_790-037040.xlsx	6559.545	0.848	3.423	2.394	-15.29	5.97	-55.71	-26.36	6543.161	1.376	3.53	3.2	1.815	1.452	6.819	5.715	6578.661	1.376	3.53	3.2	5.444	4.357	20.46	17.15	6709.5	0.112	0.522	0.209	10.98	6.404	6.101	3.77	6723.899	0.112	0.522	0.209	13.16	7.458	7.314	3.451
11	7	186.40	6	604R7_790-041044.xlsx	6563.219	1.617	27.169	6.701	-13.66	2.291	-395	-140	6541.391	0.894	4.001	1.669	2.632	1.295	11.21	6.451	6576.891	0.894	4.001	1.669	7.895	3.884	33.62	19.35	6711.496	0.631	1.636	0.731	-6.42	3.636	-11.18	-6.249	6725.896	0.631	1.636	0.731	0.9301	3.526	1.619	6.299
12	7	185.06	6	604R7_790-045048.xlsx	6558.324	0.647	4.514	1.131	-14.27	3.937	-68.57	-20.24	6548.552	1.653	8.694	3.527	2.499	0.9628	23.13	11.32	6584.052	1.653	8.694	3.527	7.498	2.888	69.39	33.95	6710.206	0.088	0.415	0.221	18.12	12.95	8.002	3.215	6724.605	0.088	0.415	0.221	4.339	7.34	1.916	3.616
13	7	183.72	6	604R7_790-049052.xlsx	6555.37	0.479	1.683	0.664	-13.36	6.218	-23.94	-11.38	6541.747	1.66	3.796	2.577	1.727	1.145	6.978	5.983	6577.247	1.66	3.796	2.577	5.18	3.435	20.93	17.95	6708.775	0.116	0.558	0.354	-9.231	5.511	-5.483	-4.241	6723.175	0.116	0.558	0.354	11.88	8.284	7.059	3.354
14	7	182.38	6	604R7_790-053056.xlsx	6559.464	0.521	2.719	1.191	-14.21	5.049	-41.11	-15.33	6541.811	0.335	0.916	0.572	3.576	2.379	3.488	2.451	6577.311	0.335	0.916	0.572	10.73	7.136	10.46	7.353	6711.309	1.018	3.87	1.49	-3.842	2.315	-15.83	-10.87	6725.708	1.018	3.87	1.49	-3.721	2.342	-15.33	-9.624
15	7	181.04	6	604R7_790-057060.xlsx	6559.688	0.379	3.439	0.867	-20	4.369	-73.22	-17.28	6541.642	0.879	3.217	1.564	2.736	1.329	9.369	5.117	6577.142	0.879	3.217	1.564	8.207	3.986	28.11	15.35	6714.484	4.35	-19.239	12.976	-2.476	1.331	50.7	44.45	6728.884	4.35	-19.239	12.976	-0.09642	0.4044	1.975	8.473
16	7	179.69	6	604R7_790-061064.xlsx	6559.77	0.534	3.251	0.781	-13.37	4.09	-46.26	-14.8	6548.024	1.15	8.272	3.014	3.193	0.908	28.11	10.98	6583.524	1.15	8.272	3.014	9.578	2.724	84.34	32.94	6710.287	0.145	0.694	0.341	-14.88	6.011	-10.99	-4.371	6724.687	0.145	0.694	0.341	1.758	4.917	1.298	3.785
17	7	178.35	6	604R7_790-065068.xlsx	6559.598	0.458	2.352	0.652	-14.54	5.25	-36.4	-13.53	6547.174	1.278	9.843	3.037	3.465	0.9692	36.3	13.02	6582.674	1.278	9.843	3.037	10.4	2.908	108.9	39.06	6709.879	0.218	0.756	0.315	9.165	5.468	7.372	4.48	6724.279	0.218	0.756	0.315	-7.273	5.385	-5.851	-4.226
18	7	177.01	6	604R7_790-069072.xlsx	6559.32	0.451	2.787	0.984	-18.5	5.257	-54.88	-16.57	6542.243	0.074	0.326	0.225	8.5	8.968	2.953	1.822	6577.743	0.074	0.326	0.225	25.5	26.9	8.86	5.465	6711.303	0.038	0.259	0	18.78	0	5.174	14.8	6725.703	0.038	0.259	0	19.42	13.07	5.352	6.362
19	7	175.67	6	604R7_790-073076.xlsx	6559.627	0.511	2.562	0.838	-15.13	5.123	-41.28	-14.22	6541.155	1.639	1.838	3.779	3.218	3.857	6.294	7.08	6576.655	1.639	1.838	3.779	9.653	11.57	18.88	21.24	6710.397	0.327	1.5	0.437	3.03	3.813	4.839	6.074	6724.797	0.327	1.5	0.437	10.19	4.069	16.28	6.545
20	7	174.33	6	604R7_790-077080.xlsx	6559.225	0.943	4.399	2.907	-12.46	4.711	-58.36	-27.77	6546.582	1.513	9.804	3.423	2.581	0.9176	26.93	12.32	6582.082	1.513	9.804	3.423	7.742	2.753	80.8	36.97	6709.934	0.081	0.476	0.267	-13.33	6.791	-6.75	-4.292	6724.334	0.081	0.476	0.267	19.1	11.62	9.673	3.6
21	7	172.99	6	604R7_790-081084.xlsx	6558.374	0.413	3.47	1.065	-19.55	4.767	-72.2	-19.03	6540.819	0	-0.156	0	-10.89	0	1.806	15.76	6576.319	0	-0.156	0	-32.68	0	5.418	47.27	6710.156	0.02	0.231	0	54.38	0	13.35	51.36	6724.556	0.02	0.231	0	2.648	9.62	0.6498	2.151
22	7	171.65	6	604R7_790-085088.xlsx	6562.71	1.549	26.528	7.912	-13.3	2.236	-375.5	-151.7	6541.79	1.358	4.525	2.568	1.773	1.306	8.543	7.248	6577.29	1.358	4.525	2.568	5.32	3.917	25.63	21.74	6711.216	1.624	6.519	2.51	1.93	1.859	13.39	13.76	6725.616	1.624	6.519	2.51	3.626	1.83	25.16	13.88
23	7	170.31	6	604R7_790-089092.xlsx	6561.625	1.42	17.319	3.912	-11.37	2.191	-209.5	-60.62	6547.038	2.258	4.593	9.047	0.9378	1.402	4.585	6.684	6582.538	2.258	4.593	9.047	2.813	4.205	13.75	20.05	6715.695	1.062	7.118	2.178	-5.071	1.815	-38.42	-16.32	6730.095	1.062	7.118	2.178	-3.892	1.759	-29.49	-15.65
24	7	168.97	6	604R7_790-093096.xlsx	6563.785	0.856	15.949	2.204	-14.67	1.721	-249	-40.26	6541.505	0.171	0.844	0.306	5.348	2.034	4.807	1.91	6577.005	0.171	0.844	0.306	16.05	6.103	14.42	5.731	6710.142	0.088	0.307	0.503	-12.88	43.23	-4.208	-7.631	6724.542	0.088	0.307	0.503	6.249	6.334	2.041	3.365
25	7	167.63	6	604R7_790-097100.xlsx	6559.388	0.324	2.708	0.552	-17.86	3.994	-51.5	-11.89	6541.642	0.155	-0.617	0.307	5.955	2.746	-3.912	-1.878	6577.142	0.155	-0.617	0.307	17.86	8.238	-11.74	-5.635	6709.72	0.233	1.396	0.313	-2.214	3.359	-3.29	-5.003	6724.12	0.233	1.396	0.313	-11.87	3.613	-17.64	-5.463
26	7	166.28	6	604R7_790-101104.xlsx	6559.148	0.514	3.384	1.126	-13.39	3.995	-48.24	-15.82	6542.242	1.076	2.828	1.675	1.868	1.186	5.622	4.167	6577.742	1.076	2.828	1.675	5.603	3.557	16.87	12.5	6708.079	0.137	-0.235	0.395	6.71	7.892	-1.682	-2.265	6722.479	0.137	-0.235	0.395	40.91	228.4	-10.25	-40.28
27	7	164.94	6	604R7_790-105108.xlsx	6559.167	0.361	2.284	0.587	-15.04	4.368	-36.56	-10.83	6541.577	0.185	0.817	0.481	5.359	2.567	4.662	2.279	6577.077	0.185	0.817	0.481	16.08	7.701	13.98	6.838	6711.585	6.871	26.2	7.804	1.74	2.847	48.53	80.2	6725.985	6.871	26.2	7.804	-4.126	1.906	-115.1	-73.21
28	7	163.60	6	604R7_790-109112.xlsx	6559.383	0.382	2.864	0.758	-15.43	3.99	-47.03	-12.8	6530.589	0.433	-3.444	0.792	-5.901	1.212	21.63	4.809	6566.089	0.433	-3.444	0.792	-17.7	3.636	64.9	14.43	6708.287	0.753	2.051	1.074	3.225	3.253	7.041	6.076	6722.687	0.753	2.051	1.074	-3.678	2.809	-8.031	-7.03
29	7	162.26	6	604R7_790-113116.xlsx	6559.374	0.427	3.097	0.748	-15.01	3.893	-49.49	-13.41	6541.351	0.269	0.635	0.359	3.48	2.498	2.351	1.753	6576.851	0.269	0.635	0.359	10.44	7.493	7.053	5.259	6706.858	0.612	1.498	0.778	2.837	3.875	4.523	7.053	6721.258	0.612	1.498	0.778	-5.766	4.231	-9.192	-5.586
30	7	160.92	6	604R7_790-117120.xlsx	6558.963	0.526	1.3	1.095	-10.27	6.312	-14.21	-9.817	6531.994	1.279	27.368	4.498	-5.521	0.9802	-160.8	-48.79	6567.494	1.279	27.368	4.498	-16.56	2.941	-482.5	-146.4	6710.704	0.312	1.404	0.519	3.326	3.988	4.97	5.803	6725.104	0.312	1.404	0.519	10.34	3.876	15.45	6.128
31	7	159.58	6	604R7_790-121124.xlsx	6559.742	0.465	2.706	0.717	-13.7	4.219	-39.46	-12.34	6541.605	0.145	0.747	0.295	6.923	2.617	5.504	2.115	6577.105	0.145	0.747	0.295	20.77	7.851	16.51	6.344	6712.616	0.206	1.049	0.357	-3.814	3.885	-4.259	-4.923	6727.016	0.206	1.049	0.357	11.8	4.464	13.18	4.465
32	7	158.24	6	604R7_790-125128.xlsx	6559.91	0.354	2.245	0.626	-17.16	5.012	-41.02	-12.42	6540.861	0.979	2.324	1.441	1.937	1.479	4.792	3.884	6576.361	0.979	2.324	1.441	5.81	4.437	14.37	11.65	6710.548	0.717	3.519	1.8	2.593	2.92	9.713	9.639	6724.948	0.717	3.519	1.8	6.307	2.46	23.62	12
33	7	156.90	6	604R7_790-129132.xlsx	6550.688	0.382	1.449	0.729	-12.47	6.363	-19.23	-9.746	6541.827	0.051	-0.262	0.124	11.4	10.59	-3.181	-2.026	6577.327	0.051	-0.262	0.124	34.19	31.78	-9.544	-6.077	6716.389	0.167	1.129	0.298	-16.65	4.428	-20.01	-5.398	6730.789	0.167	1.129	0.298	-0.1766	0	-0.2122	-0.07626
34	7	155.56	6	604R7_790-133136.xlsx	6553.498	0.152	-0.554	0.506	22.72	15.58	-13.39	-6.395	6546.913	1.432	10.548	3.041	2.668	0.7429	29.96	10.56	6582.413	1.432	10.548	3.041	8.005	2.229	89.88	31.67	6713.312	1.366	3.051	1.142	0.761	4.827	2.472	15.63	6727.712	1.366	3.051	1.142	-4.978	2.585	-16.17	-8.696
35	7	154.22	6	604R7_790-137140.xlsx	6553.407	0.135	0.75	0.319	24.14	9.134	19.26	7.291	6541.789	0.227	0.886	0.42	5.635	2.582	5.314	2.437	6577.289	0.227	0.886	0.42	16.9	7.746	15.94	7.312	6716.859	2.28	-11.7	4.409	-1.184	1.558	14.74	18.97	6731.259	2.28	-11.7	4.409	-4.559	1.648	56.78	24.48
36	7	152.87	6	604R7_790-141144.xlsx	6556.519	0	0.327	0	42.97	0	14.94	49.18	6541.867	0.132	0.815	0.291	9.435	2.779	8.187	2.447	6577.367	0.132	0.815	0.291	28.3	8.337	24.56	7.34	6709.341	0.314	1.965	0.694	8.917	2.923	18.65	7.697	6723.741	0.314	1.965	0.694	-5.387	3.483	-11.27	-5.853
37	7	151.53	6	604R7_790-145148.xlsx	6556.688	0.2	-0.86	0.464	17.67	8.468	-16.18	-7.985	6546.476	1.84	11.332	3.042	2.751	0.8312	33.18	12.09	6581.976	1.84	11.332	3.042	8.252	2.494	99.54	36.26	6710.571	1.072	4.425	3.645	3.519	2.524	16.58	13.27	6724.971	1.072	4.425	3.645	4.192	2.514	19.75	15.3
38	7	150.19	6	604R7_790-149152.xlsx	6556.575	0.115	0.824	0.241	32.16	8.454	28.22	7.645	6545.202	1.565	11.556	3.264	2.879	0.8156	35.42	13.17	6580.702	1.565	11.556	3.264	8.638	2.447	106.3	39.52	6713.583	0.773	3.06	1.012	-6.106	2.769	-19.89	-9.229	6727.983	0.773	3.06	1.012	0.4475	0	1.457	0.7633
39	7	148.85	6	604R7_790-153156.xlsx	6559.652	0.361	2.447	0.499	-16.92	4.535	-44.06	-11.97	6542.394	0.499	1.496	0.867	2.987	1.893	4.757	3.121	6577.894	0.499	1.496	0.867	8.96	5.678	14.27	9.364	6708.799	0.484	1.819	0.55	-8.075	3.297	-15.63	-6.575	6723.199	0.484	1.819	0.55	0.6695	3.601	1.296	6.885
40	7	147.51	6	604R7_790-157160.xlsx	6556.696	0.136	0.971	0.217	30.79	7.799	31.83	8.279	6548.078	1.503	9.959	3.59	2.937	0.9148	31.13	12.68	6583.578	1.503	9.959	3.59	8.81	2.744	93.39	38.04	6727.958	16.587	42.493	46.465	5.904	16.29	267	1022	6742.358	16.587	42.493	46.465	-6.805	5.55	-307.8	-553.1
41	7	146.17	6	604R7_790-161164.xlsx	6556.684	0.078	0.832	0.157	47.95	8.741	42.47	7.837	6541.941	0.316	1.048	0.5	4.168	2.309	4.651	2.667	6577.441	0.316	1.048	0.5	12.5	6.927	13.95	8.002	6710.358	0.418	2.44	0.938	5.381	2.656	13.98	7.209	6724.758	0.418	2.44	0.938	6.407	2.664	16.64	7.383
42	7	144.83	6	604R7_790-165168.xlsx	6556.827	0.052	0.755	0.103	70.92	8.797	57	7.139	6547.192	1.771	11.67	3.298	2.47	0.7754	30.68	12.12	6582.692	1.771	11.67	3.298	7.41	2.326	92.04	36.37	6713.241	0.311	1.4	0.514	7.769	4.017	11.58	5.797	6727.641	0.311	1.4	0.514	5.801	3.742	8.648	5.98
43	7	143.49	6	604R7_790-169172.xlsx	6556.726	0.041	0.867	0.081	95.92	7.935	88.52	7.421	6541.906	0.085	0.772	0.174	12.19	2.612	10.02	2.162	6577.406	0.085	0.772	0.174	36.58	7.837	30.07	6.487	6710.74	0.084	0.851	0.19	24.18	5.111	21.9	4.787	6725.14	0.084	0.851	0.19	18.64	4.828	16.88	4.48
44	7	142.15	6	604R7_790-173176.xlsx	6556.664	0.035	0.963	0.07	128.2	8.506	131.5	8.857	6541.636	0.111	0.995	0.263	11.8	2.714	12.49	2.947	6577.136	0.111	0.995	0.263	35.4	8.142	37.48	8.84	6710.582	0.099	0.65	0.226	17.84	5.441	12.34	3.922	6724.981	0.099	0.65	0.226	13.22	5.471	9.139	3.512
