Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL			
68	118.7232	8	6	595a6_890-269272.xlsx	4857.788	0.091	1.109	0.207	37	5.224	43.67	6.181	4954.702	0.051	0.955	0.185	16.62	2.085	16.89	2.134	5003.332	0.051	0.955	0.185	49.86	6.256	50.68	6.402			
69	117.2928	8	6	595a6_890-273276.xlsx	4857.849	0.218	1.008	0.705	15.42	6.843	16.55	7.147	4954.525	0.112	1.64	0.254	8.691	1.204	15.17	2.116	5003.155	0.112	1.64	0.254	26.07	3.613	45.52	6.347			
70	115.8624	8	6	595a6_890-277280.xlsx	4857.741	0.582	1.932	1.104	9.1	4.234	18.72	8.544	4954.514	0.19	1.28	0.591	6.6	2.089	8.989	2.595	5003.144	0.19	1.28	0.591	19.8	6.267	26.97	7.786			
71	114.432	8	6	595a6_890-281284.xlsx	4857.911	0.46	1.892	0.895	8.04	3.663	16.19	7.693	4954.654	0.173	1.602	0.403	6.177	1.417	10.54	2.317	5003.284	0.173	1.602	0.403	18.53	4.251	31.61	6.952			
72	113.0016	8	6	595a6_890-285288.xlsx	4857.78	0.239	0.996	0.333	11.3	4.329	11.98	4.613	5158.403	262.63	632.247	422.321	-2.44	1.437	-1642	-2047	5207.033	262.63	632.247	422.321	-7.319	4.312	-4926	-6140			
73	111.5712	8	6	595a6_890-289292.xlsx	4857.376	1.858	2.166	2.097	2.461	4.611	5.673	8.901	4954.769	0.12	0.852	0.202	6.509	1.569	5.901	1.447	5003.398	0.12	0.852	0.202	19.53	4.707	17.7	4.342			
74	110.1408	8	6	595a6_890-293296.xlsx	4857.625	0.308	1.552	0.751	10.59	4.231	17.49	7.137	4954.715	0.197	1.346	0.415	5.458	1.453	7.821	2.065	5003.345	0.197	1.346	0.415	16.37	4.36	23.46	6.196			
75	108.7104	8	6	595a6_890-297300.xlsx	4857.64	0.296	1.942	0.728	11.37	3.642	23.51	7.496	4954.778	0.13	0.883	0.191	5.949	1.509	5.592	1.421	5003.408	0.13	0.883	0.191	17.85	4.528	16.77	4.264			
76	107.28	8	6	595a6_890-301304.xlsx	4857.748	0.061	0.859	0.268	34.71	6.983	31.75	6.549	4954.526	0.047	0.985	0.102	17.66	1.625	18.52	1.712	5003.156	0.047	0.985	0.102	52.98	4.876	55.57	5.136			
77	105.8496	8	6	595a6_890-305308.xlsx	4857.75	0.037	0.991	0.096	67.57	5.535	71.28	5.86	4954.502	0.028	1.06	0.072	32.42	1.757	36.59	1.996	5003.132	0.028	1.06	0.072	97.26	5.27	109.8	5.988			
78	104.4192	8	6	595a6_890-309312.xlsx	4857.714	0.018	0.909	0.049	125.2	5.799	121.1	5.644	4954.517	0.017	0.947	0.041	48.7	1.811	49.08	1.836	5003.146	0.017	0.947	0.041	146.1	5.433	147.2	5.509			
79	102.9888	8	6	595a6_890-313316.xlsx	4857.632	0.02	0.875	0.051	120.8	5.838	112.5	5.472	4954.419	0.024	0.939	0.056	34.52	1.759	34.5	1.773	5003.049	0.024	0.939	0.056	103.6	5.276	103.5	5.319			
80	101.5584	8	6	595a6_890-317320.xlsx	4857.718	0.058	0.823	0.117	49.21	5.704	43.11	5.072	4954.277	0.066	0.985	0.199	12.17	1.814	12.75	1.891	5002.907	0.066	0.985	0.199	36.5	5.441	38.25	5.673			
81	100.128	8	6	595a6_890-321324.xlsx	4857.703	0.113	1.096	0.169	26.73	4.486	31.18	5.238	4954.329	0.094	1.021	0.187	9.079	1.535	9.864	1.69	5002.959	0.094	1.021	0.187	27.24	4.605	29.59	5.071			
82	98.6976	8	6	595a6_890-325328.xlsx	4857.575	0.136	1.118	0.269	22.09	4.726	26.28	5.557	4954.599	0.223	1.329	0.508	4.828	1.479	6.831	2.027	5003.229	0.223	1.329	0.508	14.48	4.436	20.49	6.082			
83	97.2672	8	6	595a6_890-329332.xlsx	4857.487	0	-0.338	0	52.11	0	-18.74	-23.74	4954.246	0.162	1.237	0.339	5.767	1.391	7.596	1.852	5002.876	0.162	1.237	0.339	17.3	4.172	22.79	5.557			
84	95.8368	8	6	595a6_890-333336.xlsx	4857.555	0.1	0.814	0.194	20.64	4.663	17.88	4.092	4957.17	0.123	-0.663	0.223	-4.495	1.502	3.172	1.137	5005.8	0.123	-0.663	0.223	-13.49	4.506	9.516	3.41			
85	94.4064	8	6	595a6_890-337340.xlsx	4857.511	0.014	0.65	0.043	158.1	7.853	109.4	4.581	4954.252	0.009	0.176	0.037	86.02	114.4	16.07	18.21	5002.882	0.009	0.176	0.037	258	343.3	48.22	54.62			
86	92.976	8	6	595a6_890-341344.xlsx	4857.794	0.376	2.33	0.717	11.67	3.188	28.94	8.055	4954.261	0.003	0.14	0.034	475	1021	71.01	135.6	5002.891	0.003	0.14	0.034	1425	3062	213	406.7			
87	91.5456	8	6	595a6_890-345348.xlsx	4857.197	0.042	0.65	0.086	69.29	7.077	47.95	4.599	4953.291	0.147	-0.525	0.201	-5.286	1.814	2.951	1.281	5001.921	0.147	-0.525	0.201	-15.86	5.441	8.854	3.843			
88	90.1152	8	6	595a6_890-349352.xlsx	4857.554	0.037	0.341	0.215	27.11	30.09	9.854	5.436	4954.997	0.382	1.102	0.551	2.275	1.592	2.668	1.614	5003.627	0.382	1.102	0.551	6.826	4.776	8.005	4.843			
89	88.6848	8	6	595a6_890-353356.xlsx	4857.727	0.157	0.658	0.181	18.6	5.744	13.03	4.271	4954.829	0.008	-0.026	0	34.43	0	-0.9426	-1.379	5003.458	0.008	-0.026	0	103.3	0	-2.828	-4.138			
90	87.2544	8	6	595a6_890-357360.xlsx	4857.108	0.018	-0.198	0	-92.39	0	19.5	29.84	5008.881	37.344	-249.75	102.966	-1.285	0.3418	341.7	223.6	5057.511	37.344	-249.75	102.966	-3.856	1.025	1025	670.9			
91	85.824	8	6	595a6_890-361364.xlsx	4864.763	0.62	1.337	0.966	5.731	3.624	8.156	5.993	4957.474	0.197	0.998	0.38	-4.187	1.471	-4.447	-1.649	5006.104	0.197	0.998	0.38	-12.56	4.414	-13.34	-4.946			
92	84.3936	8	6	595a6_890-365368.xlsx	4856.786	0.088	-0.322	0.214	-18.37	20.52	6.298	4.068	4988.043	23.349	118.614	72.12	-0.9736	0.1469	-122.9	-73.74	5036.673	23.349	118.614	72.12	-2.921	0.4407	-368.8	-221.2			
93	82.9632	8	6	595a6_890-369372.xlsx	4856.011	0	-0.458	0	9.684	0	-4.717	-13	5009.456	56.533	252.918	140.23	-0.9569	0.3662	-257.6	-233.3	5058.086	56.533	252.918	140.23	-2.871	1.099	-772.8	-699.9			
94	81.5328	8	6	595a6_890-373376.xlsx	4857.345	0.987	3.615	1.415	4.261	2.024	16.4	8.334	4954.605	0.993	1.805	0.919	0.9753	0.662	1.874	1.572	5003.235	0.993	1.805	0.919	2.926	1.986	5.621	4.716			
95	80.1024	8	6	595a6_890-377380.xlsx	4855.13	0.004	0.162	0	-577.5	0	-99.54	-102.1	5028.704	0	-233.285	0	-1.074	0	266.6	0	5077.334	0	-233.285	0	-3.221	0	799.9	0			
96	78.672	8	6	595a6_890-381384.xlsx	4858.835	0.285	1.249	0.448	10.34	4.161	13.75	5.441	4956.494	0.656	3.423	1.569	-2.205	0.9952	-8.032	-3.062	5005.124	0.656	3.423	1.569	-6.614	2.986	-24.1	-9.187			
97	77.2416	8	6	595a6_890-385388.xlsx	4856.197	0.837	2.685	1.117	4.774	2.45	13.64	7.346	5106.249	0	838.023	0	-2.846	1.4	-2539	-1384	5154.878	0	838.023	0	-8.538	4.2	-7616	-4153			
98	75.8112	8	6	595a6_890-389392.xlsx	4855.133	0.437	0.985	0.881	-6.036	5.503	-6.33	-5.092	4957.191	0.169	1.423	0.367	-5.426	1.295	-8.216	-1.917	5005.821	0.169	1.423	0.367	-16.28	3.886	-24.65	-5.752			
99	74.3808	8	6	595a6_890-393396.xlsx	4862.75	0.264	1.083	0.564	9.747	4.72	11.24	5.566	5023.157	45.135	156.122	56.444	-0.9086	0.2489	-151	-84.61	5071.787	45.135	156.122	56.444	-2.726	0.7468	-453	-253.8			
100	72.9504	8	6	595a6_890-397400.xlsx	4857.633	0.266	0.372	0.5	13.96	20.88	5.53	3.958	4954.268	0.05	0.253	0	10.9	0	2.941	3.298	5002.897	0.05	0.253	0	32.71	0	8.824	9.893			
101	71.52	8	6	595a6_890-401404.xlsx	4855.975	0.231	-1.032	0	6.532	0	-7.172	-9.604	5048.678	94.869	260.802	164.399	-1.125	0.5382	-312.4	-334.3	5097.308	94.869	260.802	164.399	-3.375	1.615	-937.1	-1003			
102	70.0896	8	6	595a6_890-405408.xlsx	4856.717	0.051	0.366	0.38	-23.59	39.53	-9.201	-6.521	4952.825	1.881	3.039	2.99	-1.126	0.9227	-3.643	-3.581	5001.455	1.881	3.039	2.99	-3.378	2.768	-10.93	-10.74			
103	68.6592	8	6	595a6_890-409412.xlsx	4855.339	0.428	1.33	1.522	-6.536	7.517	-9.256	-5.043	4953.473	0	0.097	0	-52500	0	-5440	-2244	5002.103	0	0.097	0	-157500	0	-16320	-6733			
104	67.2288	8	6	595a6_890-413416.xlsx	4858.16	0.268	1.574	0.524	10.36	3.425	17.36	5.917	4953.313	1.252	2.973	2.34	-1.295	0.9434	-4.098	-2.87	5001.943	1.252	2.973	2.34	-3.884	2.83	-12.29	-8.611			
105	65.7984	8	6	595a6_890-417420.xlsx	4603.967	161.249	1376.126	294.594	23.45	6.124	34350	13250	4956.146	0.656	2.303	1.011	-2.125	0.9816	-5.209	-2.237	5004.776	0.656	2.303	1.011	-6.374	2.945	-15.63	-6.711			
106	64.368	8	6	595a6_890-421424.xlsx	4854.532	0.241	-1.22	0.507	-10.56	4.258	13.73	5.544	4983.219	4.264	34.23	7.002	-1.307	0.2352	-47.63	-11.06	5031.849	4.264	34.23	7.002	-3.921	0.7057	-142.9	-33.18			
107	62.9376	8	6	595a6_890-425428.xlsx	4850.878	1.426	10.297	2.592	5.378	1.38	58.95	15.87	4955.028	0.071	-0.489	0.252	5.972	3.28	-3.108	-0.9942	5003.658	0.071	-0.489	0.252	17.92	9.841	-9.325	-2.983			
108	61.5072	8	6	595a6_890-429432.xlsx	4863.448	0.592	1.999	0.885	6.627	3.503	14.1	7.288	4955.942	1.023	-1.867	1.241	-1.221	1.793	2.427	3.157	5004.572	1.023	-1.867	1.241	-3.664	5.378	7.281	9.471			
109	60.0768	8	6	595a6_890-433436.xlsx	4858.347	1.226	2.762	1.725	5.085	2.887	14.95	8.553	4955.699	0.252	-0.739	0.957	-2.772	2.431	2.181	1.75	5004.329	0.252	-0.739	0.957	-8.316	7.293	6.543	5.25			
110	58.6464	8	6	595a6_890-437440.xlsx	4857.608	0.872	1.079	1.535	-7.102	7.255	-8.16	-6.82	5060.647	105.886	371.226	296.48	-1.399	0.9505	-552.9	-809.7	5109.277	105.886	371.226	296.48	-4.197	2.852	-1659	-2429			
111	57.216	8	6	595a6_890-441444.xlsx	4859.135	0	-0.315	0	-32.72	0	10.98	28.85	4957.208	0.213	0.978	0.554	-3.814	1.762	-3.969	-1.724	5005.838	0.213	0.978	0.554	-11.44	5.285	-11.91	-5.173			
112	55.7856	8	6	595a6_890-445448.xlsx	4848.819	2.896	9.969	19.294	2.631	3.892	27.92	22.24	4952.5	1.321	4.681	2.042	-1.232	0.4671	-6.139	-3.237	5001.13	1.321	4.681	2.042	-3.696	1.401	-18.42	-9.71			
113	54.3552	8	6	595a6_890-449452.xlsx	4857.668	0.677	1.394	0.798	3.719	3.089	5.517	4.909	4950.306	0.15	0.549	0.467	3.066	2.148	1.792	1.152	4998.936	0.15	0.549	0.467	9.199	6.443	5.375	3.456			
114	52.9248	8	6	595a6_890-453456.xlsx	4614.575	52.237	-387.497	126.535	-58.24	24.98	24020	17580	5033.476	83.015	1004.295	306.369	-46.2	0	-49390	-16960	5082.106	83.015	1004.295	306.369	-138.6	0	-148200	-50890			
115	51.4944	8	6	595a6_890-457460.xlsx	4857.693	0.225	0.885	0.815	-9.655	5.959	-9.099	-6.254	4967.024	0.387	1.806	1.16	-2.884	1.432	-5.546	-2.558	5015.654	0.387	1.806	1.16	-8.653	4.297	-16.64	-7.674			
116	50.064	8	6		4859.667	1.096	3.507	1.948	-4.32	2.648	-16.13	-9.404	4956.25	0	-0.195	0.057	63.66	97.94	-13.19	-16.56	5004.88	0	-0.195	0.057	191	293.8	-39.58	-49.69			
117	48.6336	8	6	595a6_890-465468.xlsx	4859.667	1.096	3.507	1.948	-4.32	2.648	-16.13	-9.404	4956.25	0	-0.195	0.057	63.66	97.94	-13.19	-16.56	5004.88	0	-0.195	0.057	191	293.8	-39.58	-49.69			
118	47.2032	8	6	595a6_890-469472.xlsx	4854.544	0.264	0.932	0.516	-10.65	5.135	-10.56	-5.36	4958.16	0.382	0.94	0.517	-2.887	1.978	-2.888	-1.551	5006.79	0.382	0.94	0.517	-8.66	5.935	-8.665	-4.653			
119	45.7728	8	6	595a6_890-473476.xlsx	4852.077	0.676	-1.48	0.952	-4.652	3.931	7.329	5.901	4980.792	21.451	146.59	61.643	-0.9994	0.1638	-155.9	-77.66	5029.421	21.451	146.59	61.643	-2.998	0.4913	-467.8	-233			
120	44.3424	8	6	595a6_890-477480.xlsx	4857.519	0.019	0.303	0.309	34.33	83.23	11.07	15.82	4953.742	0.215	-0.691	0.89	-3.356	3.177	2.469	1.761	5002.372	0.215	-0.691	0.89	-10.07	9.53	7.407	5.284			
121	42.912	8	6	595a6_890-481484.xlsx	4489.743	0	-548.232	0	12.84	12.42	-7492	-4656	4957.077	0.026	-0.239	0.153	-25.02	57.07	6.377	10.55	5005.707	0.026	-0.239	0.153	-75.06	171.2	19.13	31.65			
122	41.4816	8	6	595a6_890-485488.xlsx	4854.261	0.778	3.218	3.112	5.714	3.394	19.57	13.11	4952.901	2.252	2.958	2.119	0.7687	0.6086	2.42	2.685	5001.531	2.252	2.958	2.119	2.306	1.826	7.261	8.055			
123	40.0512	8	6	595a6_890-489492.xlsx	4855.307	0.44	-0.884	1.003	-10.08	7.15	9.485	6.829	4997.793	4.176	26.891	6.977	-1.493	0.2938	-42.74	-13.2	5046.423	4.176	26.891	6.977	-4.479	0.8814	-128.2	-39.59			
124	38.6208	8	6	595a6_890-493496.xlsx	4851.671	0.169	-1.219	0.487	17.94	5.297	-23.28	-6.831	4954.898	0.374	-0.897	0.562	-2.319	1.999	2.214	1.605	5003.528	0.374	-0.897	0.562	-6.957	5.997	6.643	4.816			
125	37.1904	8	6	595a6_890-497500.xlsx	4847.896	1.823	4.853	3.309	3.436	2.48	17.75	12.22	4945.78	0.533	2.061	0.804	2.328	1.163	5.108	2.497	4994.41	0.533	2.061	0.804	6.983	3.488	15.32	7.49			
126	35.76	8	6	595a6_890-501504.xlsx	4873.826	4.784	23.414	8.818	-2.618	0.9968	-65.26	-27.7	4957.15	0.181	1.166	0.283	-4.767	1.294	-5.917	-1.72	5005.78	0.181	1.166	0.283	-14.3	3.881	-17.75	-5.16			
127	34.3296	8	6	595a6_890-505508.xlsx	4857.428	1.443	5.699	2.646	4.154	1.877	25.2	12.28	4951.837	0.546	1.83	1.238	-1.965	0.9483	-3.83	-2.475	5000.467	0.546	1.83	1.238	-5.896	2.845	-11.49	-7.424			
128	32.8992	8	6	595a6_890-509512.xlsx	4855.562	0	-0.338	0	24.31	0	-8.759	-22.01	4955.853	0.745	4.022	1.577	-2.079	0.6569	-8.902	-3.573	5004.482	0.745	4.022	1.577	-6.238	1.971	-26.71	-10.72			
129	31.4688	8	6	595a6_890-513516.xlsx	4858.557	1.51	2.954	1.453	2.784	2.433	8.752	7.631	4955.675	0.006	0.023	0.009	30.23	37.33	0.7455	0.6775	5004.305	0.006	0.023	0.009	90.68	112	2.237	2.032			
130	30.0384	8	6	595a6_890-517520.xlsx	4857.659	0.154	0.789	0.252	12.6	4.673	10.58	3.967	4954.057	1.153	2.759	1.57	-1.071	0.899	-3.145	-2.366	5002.687	1.153	2.759	1.57	-3.212	2.697	-9.434	-7.099			
131	28.608	8	6	595a6_890-521524.xlsx	4857.82	0.198	0.644	0.346	12.99	6.298	8.913	4.059	5128.537	357.441	-388.729	489.664	-1.524	2.093	630.5	1648	5177.167	357.441	-388.729	489.664	-4.571	6.278	1892	4944			
132	27.1776	8	6	595a6_890-525528.xlsx	4856.414	1.785	3.145	1.555	2.385	1.945	7.983	7.209	4953.465	0.009	0.155	0.036	-148.9	257	-24.55	-37.03	5002.095	0.009	0.155	0.036	-446.6	771.1	-73.65	-111.1			
133	25.7472	8	6	595a6_890-529532.xlsx	4858.352	0.281	1.339	0.386	9.64	3.638	13.74	5.29	4952.111	0.197	1.294	0.386	-4.359	1.235	-6.002	-1.789	5000.741	0.197	1.294	0.386	-13.08	3.704	-18.01	-5.366			
134	24.3168	8	6	595a6_890-533536.xlsx	4867.442	1.596	-7.277	2.438	5.033	1.623	-38.99	-13.21	4954.247	0.8	2.394	1.623	-1.429	0.7434	-3.643	-2.681	5002.876	0.8	2.394	1.623	-4.288	2.23	-10.93	-8.044			
135	22.8864	8	6	595a6_890-537540.xlsx	4857.709	0.238	1.07	0.398	13.44	4.701	15.31	5.262	4955.365	0	0.334	0	4.967	0	1.763	3.956	5003.995	0	0.334	0	14.9	0	5.29	11.87			
136	21.456	8	6	595a6_890-541544.xlsx	4852.7	2.381	5.384	2.939	2.314	1.724	13.26	10.34	4956.758	0.115	-0.61	0.24	-5.457	1.794	3.545	1.256	5005.388	0.115	-0.61	0.24	-16.37	5.383	10.63	3.769			
137	20.0256	8	6	595a6_890-545548.xlsx	4860.692	0.069	0.473	0.513	-24.6	26.57	-12.38	-2.882	4957.27	0.35	1.151	0.702	-2.122	1.351	-2.599	-1.452	5005.9	0.35	1.151	0.702	-6.366	4.053	-7.797	-4.355			
138	18.5952	8	6	595a6_890-549552.xlsx	4857.883	0.268	1.049	0.385	9.725	4.269	10.86	4.709	4953.82	0.275	0.895	0.483	2.598	1.343	2.474	1.402	5002.45	0.275	0.895	0.483	7.795	4.028	7.422	4.205			
139	17.1648	8	6	595a6_890-553556.xlsx	4872.256	0.775	4.701	1.095	6.163	1.843	30.84	9.49	4956.4	0.282	0.937	0.397	-2.406	1.372	-2.401	-1.388	5005.03	0.282	0.937	0.397	-7.217	4.115	-7.202	-4.163			
140	15.7344	8	6	595a6_890-557560.xlsx	4860.994	1.006	4.215	1.834	-4.737	2.015	-21.25	-9.906	4955.476	1.183	7.683	2.549	-1.741	0.5074	-14.24	-4.57	5004.106	1.183	7.683	2.549	-5.222	1.522	-42.71	-13.71			
141	14.304	8	6	595a6_890-561564.xlsx	4741.967	284.506	340.805	134.507	3.919	1.595	1422	1063	4955.13	7.213	5.939	10.542	-0.9322	2.25	-5.893	-5.03	5003.76	7.213	5.939	10.542	-2.797	6.751	-17.68	-15.09			
142	12.8736	8	6	595a6_890-565568.xlsx	4857.607	0.303	-1.182	0.471	9.923	4.437	-12.48	-5.269	4953.005	0.222	-0.921	0.387	-3.315	1.585	3.251	1.464	5001.635	0.222	-0.921	0.387	-9.944	4.754	9.753	4.391			
143	11.4432	8	6	595a6_890-569572.xlsx	4855.305	0.349	1.384	0.504	8.909	3.861	13.13	5.675	4951.085	0.02	0.246	0	-17.88	0	-4.673	-4.467	4999.715	0.02	0.246	0	-53.64	0	-14.02	-13.4			
144	10.0128	8	6	595a6_890-573576.xlsx	4846.675	0.203	0.617	0.823	9.65	9.218	6.337	5.12	4957.394	0.001	-0.096	0.024	-650	1170	66.58	103.8	5006.024	0.001	-0.096	0.024	-1950	3511	199.7	311.4			
145	8.5824	8	6	595a6_890-577580.xlsx	4857.112	0.52	1.174	1.385	-5.351	5.428	-6.685	-6.274	4938.316	0.407	1.518	0.978	-2.918	1.499	-4.715	-2.28	4986.946	0.407	1.518	0.978	-8.755	4.498	-14.14	-6.839			
146	7.152	8	6	595a6_890-581584.xlsx	4858.928	0.435	1.19	0.979	-6.361	4.457	-8.054	-6.114	4974.721	17.047	101.22	30.425	-0.7298	0.1534	-78.63	-28.8	5023.351	17.047	101.22	30.425	-2.189	0.4602	-235.9	-86.4			
147	5.7216	8	6	595a6_890-585588.xlsx	4863.09	0.017	0.338	0.3	36.4	62.15	13.08	11.05	4954.331	0.26	0.907	0.329	2.826	1.287	2.729	1.422	5002.96	0.26	0.907	0.329	8.478	3.862	8.188	4.265			
148	4.2912	8	6	595a6_890-589592.xlsx	4852.12	3.065	-6.194	5.813	-3.107	2.111	20.48	16.45	4995.181	27.174	175.615	58.433	-1.038	0.1963	-194	-89.12	5043.811	27.174	175.615	58.433	-3.114	0.5888	-582.1	-267.4			
149	2.8608	8	6	595a6_890-593596.xlsx	4851.226	1.761	2.968	2.29	3.42	3.096	10.81	11	4953.95	0.428	1.852	0.511	-3.532	1.305	-6.963	-2.71	5002.58	0.428	1.852	0.511	-10.6	3.916	-20.89	-8.129			
150	1.4304	8	6	595a6_890-597600.xlsx	4854.508	0.554	1.627	1.512	-6.489	4.833	-11.24	-8.378	4960.551	1.976	10.448	3.027	-1.478	0.4332	-16.44	-6.223	5009.181	1.976	10.448	3.027	-4.435	1.3	-49.32	-18.67			
1	214.56	5	7	595a7_892-001004.xlsx	4853.092	0.375	1.695	1.325	-7.428	3.794	-13.4	-7.517	4960.144	2.222	7.827	3.976	-0.9171	0.6763	-7.641	-4.602	5008.773	2.222	7.827	3.976	-2.751	2.029	-22.92	-13.81			
2	213.1296	5	7	595a7_892-005008.xlsx	4857.77	0.838	2.642	1.74	4.508	2.551	12.68	7.619	4957.443	0.009	0.165	0.034	-120	164	-21.09	-24.68	5006.073	0.009	0.165	0.034	-360	492.1	-63.26	-74.05			
3	211.6992	5	7	595a7_892-009012.xlsx	4857.604	0.124	0.505	0.39	14.22	9.565	7.652	3.382	4956.729	0.713	4.268	1.906	-2.096	0.9051	-9.522	-3.109	5005.359	0.713	4.268	1.906	-6.288	2.715	-28.57	-9.326			
4	210.2688	5	7	595a7_892-013016.xlsx	4878.809	1.938	4.966	2.848	2.944	1.707	15.56	10.28	4954.266	0.081	0.384	0.232	-4.324	3.905	-1.767	-0.9412	5002.896	0.081	0.384	0.232	-12.97	11.72	-5.302	-2.824			
5	208.8384	5	7	595a7_892-017020.xlsx	4869.998	2.325	6.035	3.676	-2.416	1.725	-15.52	-11.7	4954.137	0.243	0.612	0.501	2.442	1.511	1.592	1.366	5002.767	0.243	0.612	0.501	7.325	4.533	4.775	4.099			
6	207.408	5	7	595a7_892-021024.xlsx	4839.454	2.538	4.588	3.102	2.12	1.841	10.35	9.634	4952.961	0.647	2.547	1.119	1.711	0.7033	4.639	2.344	5001.591	0.647	2.547	1.119	5.132	2.11	13.92	7.031			
7	205.9776	5	7	595a7_892-025028.xlsx	4853.101	0.141	0.638	0.387	-14.26	6.596	-9.687	-4.222	4954.027	1.559	2.651	1.66	1.068	0.7908	3.014	2.224	5002.657	1.559	2.651	1.66	3.204	2.372	9.043	6.673			
8	204.5472	5	7	595a7_892-029032.xlsx	4856.714	0.673	2.132	0.94	-4.754	2.628	-10.79	-6.539	4954.734	0.549	1.202	0.676	-1.448	0.9603	-1.853	-1.511	5003.364	0.549	1.202	0.676	-4.345	2.881	-5.558	-4.534			
9	203.1168	5	7	595a7_892-033036.xlsx	4859.45	1.07	4.4	1.695	-4.404	1.893	-20.63	-9.759	4956.62	1.164	2.754	1.262	-1.099	0.5572	-3.223	-2.422	5005.25	1.164	2.754	1.262	-3.298	1.671	-9.668	-7.265			
10	201.6864	5	7	595a7_892-037040.xlsx	4855.331	0.286	0.91	0.527	-8.92	4.489	-8.64	-4.627	4955.664	0.362	1.694	0.688	-2.956	1.097	-5.332	-1.985	5004.293	0.362	1.694	0.688	-8.868	3.292	-15.99	-5.956			
11	200.256	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
12	198.8256	5	7	595a7_892-045048.xlsx	4855.973	0.113	0.403	0.307	-12.58	13.27	-5.403	-3.396	4953.231	1.577	3.739	2.894	-1.565	0.9072	-6.228	-3.778	5001.861	1.577	3.739	2.894	-4.695	2.721	-18.69	-11.33			
13	197.3952	5	7	595a7_892-049052.xlsx	4856.456	1.337	1.448	1.725	-3.367	7.68	-5.19	-7.775	4951.854	4.291	-11.026	4.055	0.5541	0.2163	-6.503	-3.69	5000.483	4.291	-11.026	4.055	1.662	0.6489	-19.51	-11.07			
14	195.9648	5	7	595a7_892-053056.xlsx	4853.904	0.062	-0.359	0.332	20.99	31.76	-8.025	-5.483	4949.702	1.179	-3.362	1.74	1.224	0.6666	-4.381	-2.836	4998.332	1.179	-3.362	1.74	3.673	2	-13.14	-8.508			
15	194.5344	5	7	595a7_892-057060.xlsx	4856.926	0.18	-0.654	0.222	-12.21	5.255	8.5	3.715	4956.063	1.371	2.323	4.363	-1.361	0.8393	-3.366	-5.555	5004.693	1.371	2.323	4.363	-4.083	2.518	-10.1	-16.67			
16	193.104	5	7	595a7_892-061064.xlsx	4871.468	2.157	5.567	4.203	-2.494	2.117	-14.78	-11.46	4969.643	0.755	2.597	0.975	1.522	0.6358	4.208	2.187	5018.273	0.755	2.597	0.975	4.567	1.907	12.62	6.56			
17	191.6736	5	7	595a7_892-065068.xlsx	4856.903	2.443	8.298	3.871	-2.737	1.635	-24.18	-13.79	4954.832	1.327	2.052	1.222	-0.7595	0.5514	-1.659	-1.646	5003.462	1.327	2.052	1.222	-2.278	1.654	-4.976	-4.938			
18	190.2432	5	7	595a7_892-069072.xlsx	4854.046	2.929	19.152	4.314	-3.429	1.008	-69.91	-21.73	4954.944	0.023	-0.093	0.03	18.83	15.92	-1.861	-1.203	5003.574	0.023	-0.093	0.03	56.49	47.75	-5.583	-3.609			
19	188.8128	5	7	595a7_892-073076.xlsx	4857.288	0.732	1.885	0.99	4.688	3.179	9.407	6.1	4956.39	1.69	3.307	2.421	0.906	0.7895	3.189	2.406	5005.02	1.69	3.307	2.421	2.718	2.369	9.567	7.218			
20	187.3824	5	7	595a7_892-077080.xlsx	4857.081	0.039	0.283	0.194	-24.27	39.65	-7.304	-7.548	4948.458	0.667	2.335	0.978	1.869	0.7615	4.645	2.175	4997.087	0.667	2.335	0.978	5.606	2.284	13.93	6.526			
21	185.952	5	7	595a7_892-081084.xlsx	4854.505	1.111	10.444	1.979	6.543	1.314	72.75	15.01	4957.749	1.12	2.479	0	-0.91	0	-2.402	-2.678	5006.378	1.12	2.479	0	-2.73	0	-7.205	-8.033			
22	184.5216	5	7	595a7_892-085088.xlsx	4856.486	0	0.58	0.218	-11.47	2.746	-7.076	0	4956.488	0	0.087	0	6.187	0	0.5727	0	5005.118	0	0.087	0	18.56	0	1.718	0			
23	183.0912	5	7	595a7_892-089092.xlsx	4858.666	0.756	2.567	1.575	5.055	2.688	13.81	7.672	4953.369	0.205	0.612	0.461	-3.394	2.139	-2.211	-1.207	5001.999	0.205	0.612	0.461	-10.18	6.416	-6.633	-3.622			
24	181.6608	5	7	595a7_892-093096.xlsx	4855.219	0.561	1.407	0.86	-5.795	3.521	-8.677	-5.465	4955.748	1.022	4.216	1.583	-1.427	0.6237	-6.406	-2.889	5004.377	1.022	4.216	1.583	-4.282	1.871	-19.22	-8.667			
25	180.2304	5	7	595a7_892-097100.xlsx	4854.376	0.982	2.218	1.063	3.218	2.405	7.598	5.995	4961.137	0.527	2.549	0.871	2.057	0.812	5.581	2.139	5009.767	0.527	2.549	0.871	6.171	2.436	16.74	6.417			
