Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
30	173.0784	6	7	604a7_791-117120.xlsx	4851.054	0.242	-1.284	0.471	9.832	3.715	-13.44	-5.1	4960.776	0.588	3.148	0.922	-2.22	0.701	-7.438	-2.443	5009.406	0.588	3.148	0.922	-6.659	2.103	-22.31	-7.329
31	171.648	6	7	604a7_791-121124.xlsx	4851.181	2.904	8.354	3.471	2.083	1.405	18.53	12.22	4972.112	7.62	42.254	17.428	-0.8375	0.3301	-37.67	-11.08	5020.742	7.62	42.254	17.428	-2.512	0.9902	-113	-33.25
32	170.2176	6	7	604a7_791-125128.xlsx	4855.832	0.229	-0.663	0.318	-8.902	4.712	6.285	3.396	4956.341	1.183	3.619	2.469	-1.096	0.7837	-4.221	-2.676	5004.971	1.183	3.619	2.469	-3.287	2.351	-12.66	-8.028
33	168.7872	6	7	604a7_791-129132.xlsx	4858.13	1.101	2.522	1.763	3.423	3.312	9.19	7.415	4954.58	1.585	4.623	3.1	-1.091	0.5155	-5.367	-3.58	5003.209	1.585	4.623	3.1	-3.272	1.547	-16.1	-10.74
34	167.3568	6	7	604a7_791-133136.xlsx	4857.19	0.54	1.083	1.172	-6.504	4.924	-7.495	-5.867	4958.053	1.039	3.863	1.492	-1.309	0.5731	-5.383	-2.576	5006.683	1.039	3.863	1.492	-3.927	1.719	-16.15	-7.727
35	165.9264	6	7	604a7_791-137140.xlsx	4859.975	0.993	5.275	1.994	-5.214	1.903	-29.28	-11.58	4996.657	15.173	62.659	34.776	-1.37	0.2966	-91.34	-38.85	5045.287	15.173	62.659	34.776	-4.109	0.8898	-274	-116.5
36	164.496	6	7	604a7_791-141144.xlsx	4858.4	0.369	1.291	0.587	6.346	3.435	8.723	4.941	4954.71	0.156	-0.437	0.308	-2.676	1.93	1.246	0.8556	5003.34	0.156	-0.437	0.308	-8.029	5.79	3.738	2.567
37	163.0656	6	7	604a7_791-145148.xlsx	4874.422	2.827	3.875	4.148	2.37	2.487	9.775	9.479	4966.641	6.182	83.741	21.045	-1.306	0.1666	-116.4	-26.78	5015.271	6.182	83.741	21.045	-3.918	0.4997	-349.2	-80.35
38	161.6352	6	7	604a7_791-149152.xlsx	4884.277	4.999	-11.029	7.164	-1.505	1.206	17.67	18.37	4983.803	64.502	503.346	1028.58	-2.49	7.081	-1334	-6510	5032.433	64.502	503.346	1028.58	-7.471	21.24	-4003	-19530
39	160.2048	6	7	604a7_791-153156.xlsx	4851.167	0.375	2.234	0.715	8.681	2.815	20.64	6.956	4953.558	0.296	1.187	0.533	-2.593	1.081	-3.277	-1.612	5002.188	0.296	1.187	0.533	-7.78	3.242	-9.832	-4.836
40	158.7744	6	7	604a7_791-157160.xlsx	4866.954	0.154	-0.654	0.227	11.13	4.863	-7.742	-3.617	4953.929	0.164	0.743	0.332	3.737	1.591	2.954	1.275	5002.559	0.164	0.743	0.332	11.21	4.773	8.862	3.825
41	157.344	6	7	604a7_791-161164.xlsx	4858.058	0.736	2.5	1.54	-4.7	2.792	-12.51	-7.323	4975.739	10.885	84.473	25.988	-0.9282	0.157	-83.46	-23.73	5024.369	10.885	84.473	25.988	-2.785	0.4711	-250.4	-71.18
42	155.9136	6	7	604a7_791-165168.xlsx	4853.181	1.91	7.778	5.025	4.924	2.179	40.77	16.95	4940.621	0.466	1.596	0.969	1.988	1.075	3.378	1.969	4989.251	0.466	1.596	0.969	5.965	3.224	10.14	5.907
43	154.4832	6	7	604a7_791-169172.xlsx	4853.692	0.477	2.505	0.822	8.427	2.853	22.48	7.413	4955.64	0.521	2.533	0.945	-2.287	0.8657	-6.167	-2.366	5004.27	0.521	2.533	0.945	-6.862	2.597	-18.5	-7.099
44	153.0528	6	7	604a7_791-173176.xlsx	4855.948	8.029	2.618	6.416	0.8545	2.206	2.381	11.51	4954.859	0.01	0.016	0.019	25.41	125.9	0.4399	1.678	5003.489	0.01	0.016	0.019	76.22	377.6	1.32	5.033
45	151.6224	6	7	604a7_791-177180.xlsx	4857.99	0.038	0.338	0	22.93	0	8.256	12.32	4953.879	1.482	3.102	1.619	-0.8511	0.4501	-2.81	-2.248	5002.509	1.482	3.102	1.619	-2.553	1.35	-8.431	-6.743
46	150.192	6	7	604a7_791-181184.xlsx	4835.277	0.396	-1.131	0.548	5.308	3.394	-6.391	-4.511	4978.94	14.468	122.662	45.285	-0.954	0.1378	-124.6	-47.66	5027.57	14.468	122.662	45.285	-2.862	0.4135	-373.7	-143
47	148.7616	6	7	604a7_791-185188.xlsx	4857.309	0.153	-0.625	0.317	10.47	5.109	-6.966	-3.757	4953.751	0.153	-0.475	0.243	3.44	1.896	-1.738	-1.008	5002.381	0.153	-0.475	0.243	10.32	5.689	-5.215	-3.023
48	147.3312	6	7	604a7_791-189192.xlsx	4724.38	0	406.768	0	7.955	0	3444	0	4954.46	0.485	2.306	0.882	2.388	0.9121	5.86	2.192	5003.09	0.485	2.306	0.882	7.163	2.736	17.58	6.576
49	145.9008	6	7	604a7_791-193196.xlsx	4857.179	0.09	0.829	0.208	23.73	5.094	20.95	4.596	4953.843	0.221	1.713	0.639	4.74	1.201	8.644	2.463	5002.473	0.221	1.713	0.639	14.22	3.603	25.93	7.39
50	144.4704	6	7	604a7_791-197200.xlsx	4857.047	0.073	0.74	0.187	24.74	5.298	19.48	4.393	4953.814	0.048	0.63	0.137	12.21	2.166	8.187	1.276	5002.444	0.048	0.63	0.137	36.63	6.498	24.56	3.827
51	143.04	6	7	604a7_791-201204.xlsx	4856.743	1.319	3.319	3.62	4.228	3.129	14.94	11.43	4953.414	0.242	1.411	0.426	3.812	1.058	5.724	1.93	5002.043	0.242	1.411	0.426	11.44	3.173	17.17	5.791
52	141.6096	6	7	604a7_791-205208.xlsx	4856.815	0.291	-1.023	0.613	8.316	4.609	-9.056	-4.916	4954.18	0.18	0.791	0.393	4.572	1.77	3.849	1.469	5002.81	0.18	0.791	0.393	13.72	5.309	11.55	4.407
53	140.1792	6	7	604a7_791-209212.xlsx	4856.816	0.185	1.653	0.348	16.27	3.458	28.62	6.247	4953.844	0.095	0.819	0.196	7.441	1.617	6.485	1.437	5002.474	0.095	0.819	0.196	22.32	4.852	19.45	4.312
54	138.7488	6	7	604a7_791-213216.xlsx	4857.148	0.127	1.311	0.31	21.49	4.268	30	5.922	4953.855	0.06	0.803	0.136	11.78	1.706	10.07	1.451	5002.485	0.06	0.803	0.136	35.35	5.118	30.21	4.352
55	137.3184	6	7	604a7_791-217220.xlsx	4857.016	0.109	1.217	0.217	26.58	4.234	34.43	5.539	4953.942	0.067	1.063	0.199	10.86	1.547	12.29	1.798	5002.572	0.067	1.063	0.199	32.59	4.641	36.88	5.394
56	135.888	6	7	604a7_791-221224.xlsx	4857.11	0.093	0.954	0.18	29.04	4.802	29.5	4.899	4953.995	0.054	0.939	0.111	12.83	1.455	12.83	1.479	5002.625	0.054	0.939	0.111	38.5	4.364	38.49	4.437
57	134.4576	6	7	604a7_791-225228.xlsx	4857.152	0.084	1.2	0.18	28.65	4.2	36.6	5.381	4953.901	0.066	1.258	0.175	12.18	1.394	16.31	1.885	5002.531	0.066	1.258	0.175	36.55	4.183	48.93	5.656
58	133.0272	6	7	604a7_791-229232.xlsx	4857.107	0.051	1.094	0.132	54.34	5.267	63.27	6.209	4953.982	0.048	1.292	0.138	19.04	1.576	26.2	2.196	5002.612	0.048	1.292	0.138	57.12	4.729	78.59	6.587
59	131.5968	6	7	604a7_791-233236.xlsx	4857.025	0.053	1.22	0.136	53.15	4.836	69.02	6.326	4953.875	0.04	1.272	0.096	23.45	1.478	31.74	2.016	5002.505	0.04	1.272	0.096	70.35	4.435	95.23	6.049
60	130.1664	6	7	604a7_791-237240.xlsx	4857.114	0.03	0.942	0.068	88.54	5.646	88.76	5.685	4953.958	0.023	1.095	0.057	39.36	1.707	45.87	2.003	5002.587	0.023	1.095	0.057	118.1	5.12	137.6	6.009
61	128.736	6	7	604a7_791-241244.xlsx	4857.087	0.016	0.841	0.044	183.5	8.191	164.3	7.368	4954.043	0.013	0.974	0.032	82.92	2.379	85.93	2.483	5002.673	0.013	0.974	0.032	248.8	7.136	257.8	7.45
62	127.3056	6	7	604a7_791-245248.xlsx	4857.213	0.02	0.822	0.048	229	10.91	200.4	9.49	4954.031	0.011	0.9	0.025	134.6	3.178	129	3.08	5002.661	0.011	0.9	0.025	403.9	9.533	387.1	9.241
63	125.8752	6	7	604a7_791-249252.xlsx	4857.224	0.016	0.822	0.042	411	18	359.6	15.65	4954.026	0.009	0.894	0.021	267.9	5.367	255.1	5.158	5002.656	0.009	0.894	0.021	803.7	16.1	765.2	15.47
64	124.4448	6	7	604a7_791-253256.xlsx	4857.263	0.022	0.854	0.049	700.9	33.89	637.4	30.84	4954.072	0.009	0.913	0.021	533.6	10.32	518.6	10.12	5002.702	0.009	0.913	0.021	1601	30.97	1556	30.35
65	123.0144	6	7	604a7_791-257260.xlsx	4857.346	0.021	0.942	0.048	421.4	17.81	422.7	17.97	4954.148	0.01	0.998	0.024	276	5.535	293.4	5.926	5002.778	0.01	0.998	0.024	828.1	16.6	880.1	17.78
66	121.584	6	7	604a7_791-261264.xlsx	4857.337	0.018	0.946	0.048	194.9	8.3	196.3	8.406	4954.162	0.013	1.025	0.033	103.1	2.6	112.6	2.861	5002.792	0.013	1.025	0.033	309.4	7.799	337.7	8.583
67	120.1536	6	7	604a7_791-265268.xlsx	4857.443	0.018	1.068	0.053	176.9	7.118	201.1	8.134	4954.282	0.015	1.151	0.038	81.87	2.193	100.3	2.713	5002.912	0.015	1.151	0.038	245.6	6.58	301	8.139
68	118.7232	6	7	604a7_791-269272.xlsx	4857.488	0.025	1.126	0.054	133.7	5.401	160.2	6.503	4954.283	0.017	1.345	0.044	59.25	1.592	84.8	2.302	5002.913	0.017	1.345	0.044	177.8	4.776	254.4	6.906
69	117.2928	6	7	604a7_791-273276.xlsx	4857.644	0.024	1.166	0.063	125.3	5.449	155.4	6.796	4954.34	0.021	1.665	0.052	57.08	1.438	101.1	2.581	5002.97	0.021	1.665	0.052	171.2	4.315	303.4	7.742
70	115.8624	6	7	604a7_791-277280.xlsx	4857.639	0.033	1.262	0.073	128.1	5.954	172.1	8.044	4954.417	0.02	1.603	0.053	62.64	1.672	106.9	2.888	5003.047	0.02	1.603	0.053	187.9	5.016	320.7	8.665
71	114.432	6	7	604a7_791-281284.xlsx	4857.447	0.027	1.376	0.071	153.1	6.563	224.2	9.678	4954.278	0.013	1.332	0.031	108.4	2.113	153.7	3.027	5002.908	0.013	1.332	0.031	325.1	6.338	461	9.08
72	113.0016	6	7	604a7_791-285288.xlsx	4857.29	0.021	1.225	0.052	235.5	8.343	307.2	10.95	4954.103	0.011	1.303	0.029	141.4	2.577	196	3.608	5002.733	0.011	1.303	0.029	424.1	7.732	588.1	10.83
73	111.5712	6	7	604a7_791-289292.xlsx	4857.243	0.018	1.046	0.045	257.3	9.114	286.5	10.2	4954.087	0.01	1.1	0.026	141.7	2.788	166	3.292	5002.717	0.01	1.1	0.026	425.2	8.363	498	9.876
74	110.1408	6	7	604a7_791-293296.xlsx	4857.266	0.015	0.954	0.041	246.5	8.872	250.3	9.046	4954.081	0.011	1.033	0.026	129.2	2.718	142	3.011	5002.71	0.011	1.033	0.026	387.6	8.154	426	9.034
75	108.7104	6	7	604a7_791-297300.xlsx	4857.143	0.02	0.957	0.048	151.7	6.55	154.5	6.696	4953.969	0.016	1.08	0.037	69.47	1.982	79.83	2.295	5002.599	0.016	1.08	0.037	208.4	5.946	239.5	6.884
76	107.28	6	7	604a7_791-301304.xlsx	4857.16	0.036	1.006	0.073	78.81	4.915	84.43	5.29	4954.011	0.02	0.956	0.046	37.62	1.589	38.27	1.63	5002.641	0.02	0.956	0.046	112.8	4.768	114.8	4.89
77	105.8496	6	7	604a7_791-305308.xlsx	4857.313	0.032	0.905	0.089	60.61	5.004	58.36	4.856	4954.064	0.036	1.139	0.084	22.16	1.398	26.87	1.708	5002.694	0.036	1.139	0.084	66.48	4.195	80.61	5.124
78	104.4192	6	7	604a7_791-309312.xlsx	4857.234	0.122	1.1	0.275	18.27	4.083	21.4	4.873	4954.218	0.05	0.941	0.136	13.17	1.52	13.19	1.523	5002.848	0.05	0.941	0.136	39.5	4.559	39.56	4.568
79	102.9888	6	7	604a7_791-313316.xlsx	4857.48	0.151	1.229	0.44	18.09	4.672	23.67	6.284	4954.183	0.067	0.794	0.183	10.22	1.79	8.63	1.53	5002.812	0.067	0.794	0.183	30.65	5.371	25.89	4.591
80	101.5584	6	7	604a7_791-317320.xlsx	4857.286	0.142	1.191	0.318	18.9	4.462	23.97	5.671	4954.075	0.068	1.024	0.137	11.24	1.47	12.26	1.601	5002.705	0.068	1.024	0.137	33.72	4.409	36.77	4.802
81	100.128	6	7	604a7_791-321324.xlsx	4857.29	0.077	0.773	0.153	32.2	5.498	26.48	4.485	4954.486	0.114	1.156	0.243	6.929	1.317	8.527	1.699	5003.116	0.114	1.156	0.243	20.79	3.95	25.58	5.096
82	98.6976	6	7	604a7_791-325328.xlsx	4857.548	0.044	0.854	0.111	53.45	5.564	48.58	5.039	4954.368	0.063	1.232	0.17	13.75	1.507	18.03	1.94	5002.998	0.063	1.232	0.17	41.25	4.52	54.09	5.819
83	97.2672	6	7	604a7_791-329332.xlsx	4857.458	0.048	0.984	0.093	58.68	4.732	61.46	4.976	4954.268	0.038	0.973	0.087	18.48	1.477	19.14	1.537	5002.898	0.038	0.973	0.087	55.45	4.43	57.43	4.611
84	95.8368	6	7	604a7_791-333336.xlsx	4857.364	0.055	1.033	0.12	40.98	4.789	45.06	5.301	7094.21	0	-506.159	0	-9.837E+19	0	5.3E+22	2.591E+21	7142.84	0	-506.159	0	-2.951E+20	0	1.59E+23	7.773E+21
85	94.4064	6	7	604a7_791-337340.xlsx	4857.431	0.058	0.857	0.114	43.53	5.247	39.72	4.848	5734.84	1.308	-457.833	17.277	-1104	552.3	537800	250200	5783.47	1.308	-457.833	17.277	-3311	1657	1613000	750700
86	92.976	6	7	604a7_791-341344.xlsx	4857.276	0.093	1.297	0.198	27.68	3.903	38.22	5.416	4954.182	0.086	0.784	0.244	7.275	1.743	6.073	1.463	5002.812	0.086	0.784	0.244	21.83	5.229	18.22	4.388
87	91.5456	6	7	604a7_791-345348.xlsx	4857.169	0.07	-0.798	0.157	32.17	5.43	-27.31	-4.554	4953.852	0.117	0.955	0.207	7.54	1.508	7.665	1.527	5002.481	0.117	0.955	0.207	22.62	4.524	23	4.581
88	90.1152	6	7	604a7_791-349352.xlsx	4857.024	0.101	0.987	0.196	20.93	4.241	21.99	4.5	4954.044	0.165	1.232	0.368	4.533	1.206	5.947	1.668	5002.674	0.165	1.232	0.368	13.6	3.617	17.84	5.003
89	88.6848	6	7	604a7_791-353356.xlsx	4857.293	0.11	1.02	0.37	17.86	4.897	19.39	5.554	4953.979	0.08	0.586	0.139	7.859	1.765	4.899	1.178	5002.609	0.08	0.586	0.139	23.58	5.294	14.7	3.534
90	87.2544	6	7	604a7_791-357360.xlsx	4857.448	0.092	0.781	0.179	23.4	5.086	19.47	4.279	4953.496	2.161	4.448	2.095	0.7292	0.4327	3.452	2.608	5002.126	2.161	4.448	2.095	2.188	1.298	10.36	7.824
91	85.824	6	7	604a7_791-361364.xlsx	4856.862	0.587	1.735	1.236	10.93	4.93	20.19	9.245	4956.735	1.361	3.022	1.645	-1.086	0.6889	-3.495	-2.618	5005.365	1.361	3.022	1.645	-3.259	2.067	-10.49	-7.853
92	84.3936	6	7	604a7_791-365368.xlsx	4857.779	0.198	1.03	0.384	13.15	4.73	14.41	5.105	4954.431	0.545	0.858	1.426	2.327	3.505	2.127	1.637	5003.061	0.545	0.858	1.426	6.982	10.51	6.38	4.912
93	82.9632	6	7	604a7_791-369372.xlsx	4858.114	0.515	4.577	0.883	9.927	2.056	48.36	10.11	4953.766	1.059	1.571	0.965	-0.9388	1.081	-1.57	-1.981	5002.396	1.059	1.571	0.965	-2.817	3.244	-4.71	-5.944
94	81.5328	6	7	604a7_791-373376.xlsx	4857.35	0.895	1.939	2.176	4.352	4.231	8.981	6.915	4955.18	1.343	1.515	1.348	0.8751	1.095	1.411	1.487	5003.81	1.343	1.515	1.348	2.625	3.284	4.233	4.461
95	80.1024	6	7	604a7_791-377380.xlsx	4858.314	0	1.552	0	4.943	0	8.167	19.48	4969.088	1.057	4.936	1.853	-1.904	0.5994	-10	-3.579	5017.718	1.057	4.936	1.853	-5.711	1.798	-30.01	-10.74
96	78.672	6	7	604a7_791-381384.xlsx	4857.581	0.012	0.341	0	36.45	0	13.22	22.18	4950.9	1.174	4.512	1.85	-1.824	0.694	-8.761	-3.568	4999.53	1.174	4.512	1.85	-5.472	2.082	-26.28	-10.71
97	77.2416	6	7	604a7_791-385388.xlsx	4855.57	0.083	0.355	0	15.96	0	6.03	4.421	4972.584	18.138	156.54	78.36	-1.01	0.1851	-168.3	-105.1	5021.214	18.138	156.54	78.36	-3.029	0.5553	-504.8	-315.2
98	75.8112	6	7	604a7_791-389392.xlsx	4857.979	1.53	5.061	2.356	4.26	2.034	22.95	11.43	4956.162	0.441	2.247	0.588	-2.749	0.917	-6.577	-2.316	5004.792	0.441	2.247	0.588	-8.247	2.751	-19.73	-6.949
99	74.3808	6	7	604a7_791-393396.xlsx	4852.801	1.414	6.232	1.931	4.179	1.669	27.72	11.25	4957.323	0.694	2.645	1.59	-1.937	1.043	-5.455	-2.569	5005.953	0.694	2.645	1.59	-5.812	3.128	-16.36	-7.706
100	72.9504	6	7	604a7_791-397400.xlsx	4857.241	0.212	0.799	0.489	8.124	4.418	6.909	4.546	4951.123	0.492	3.869	1.323	-3.032	0.9088	-12.49	-3.237	4999.753	0.492	3.869	1.323	-9.096	2.727	-37.46	-9.71
101	71.52	6	7	604a7_791-401404.xlsx	4855.955	0.034	-0.213	0.122	-85.1	141.8	19.34	21.36	4956.49	0.781	4.467	1.412	-2.046	0.6425	-9.728	-3.412	5005.12	0.781	4.467	1.412	-6.138	1.927	-29.19	-10.24
102	70.0896	6	7	604a7_791-405408.xlsx	4858.835	1.371	3.869	2.545	3.166	1.847	13.04	9.399	4955.231	0.493	-1.097	0.523	1.476	1.246	-1.724	-1.528	5003.861	0.493	-1.097	0.523	4.429	3.737	-5.171	-4.584
103	68.6592	6	7	604a7_791-409412.xlsx	4857.453	0	0.167	0	-10.98	0	-1.949	-8.241	5049.522	0	660.509	0	-2.374	0	-1669	0	5098.152	0	660.509	0	-7.122	0	-5007	0
104	67.2288	6	7	604a7_791-413416.xlsx	4858.538	0.143	0.498	0.316	11.72	5.809	6.219	3.867	5067.302	109.055	244.365	158.083	-1.194	0.6305	-310.6	-350.9	5115.932	109.055	244.365	158.083	-3.582	1.892	-931.9	-1053
105	65.7984	6	7	604a7_791-417420.xlsx	4854.605	1.94	8.112	3.273	3.226	1.385	27.86	12.91	4954.387	0.209	0.934	0.413	-3.1	1.289	-3.082	-1.421	5003.017	0.209	0.934	0.413	-9.3	3.866	-9.247	-4.263
106	64.368	6	7	604a7_791-421424.xlsx	4858.299	0.188	0.877	0.347	12.6	4.776	11.75	4.537	4952.799	0.424	1.363	0.759	1.997	1.14	2.897	1.662	5001.429	0.424	1.363	0.759	5.991	3.419	8.691	4.985
107	62.9376	6	7	604a7_791-425428.xlsx	4856.43	0	0.348	0	-19.87	0	-7.371	-13.48	4949.779	0.655	1.346	4.098	-2.039	3.564	-2.922	-4.297	4998.409	0.655	1.346	4.098	-6.117	10.69	-8.766	-12.89
108	61.5072	6	7	604a7_791-429432.xlsx	4851.726	0.491	1.295	1.469	5.299	3.901	7.307	6.856	4953.03	0.15	0.755	0.428	-4.22	1.672	-3.391	-1.566	5001.66	0.15	0.755	0.428	-12.66	5.015	-10.17	-4.697
109	60.0768	6	7	604a7_791-433436.xlsx	4856.352	0.096	0.316	0.372	26.95	65.51	9.07	11.81	4952.394	0.657	2.216	0.933	-2.022	0.8849	-4.771	-2.46	5001.023	0.657	2.216	0.933	-6.067	2.655	-14.31	-7.381
110	58.6464	6	7	604a7_791-437440.xlsx	4857.501	0	0.449	0	15.31	0	7.32	9.883	6632.902	0.022	-761.801	23.416	-209100	139100	169600000	107900000	6681.532	0.022	-761.801	23.416	-627400	417300	508800000	323800000
111	57.216	6	7	604a7_791-441444.xlsx	4857.983	0.04	-0.301	0	22.97	0	-7.37	-16.4	4994.12	18.582	67.114	29.342	-1.067	0.2372	-76.19	-28.77	5042.75	18.582	67.114	29.342	-3.2	0.7117	-228.6	-86.3
112	55.7856	6	7	604a7_791-445448.xlsx	4858.632	0.545	2.344	1.124	6.569	3.008	16.39	7.63	4952.013	0.297	1.212	0.761	-2.763	1.399	-3.565	-1.89	5000.643	0.297	1.212	0.761	-8.29	4.198	-10.7	-5.67
113	54.3552	6	7	604a7_791-449452.xlsx	4858.993	0.155	0.68	0.468	15.6	7.083	11.29	5.615	4954.682	0.108	0.468	0.303	-3.972	3.002	-1.978	-1.074	5003.312	0.108	0.468	0.303	-11.92	9.006	-5.935	-3.221
114	52.9248	6	7	604a7_791-453456.xlsx	4854.978	0.817	3.55	2.062	5.743	2.679	21.7	10.7	4955.878	1.976	10.068	3.648	-1.269	0.4135	-13.6	-5.821	5004.508	1.976	10.068	3.648	-3.807	1.241	-40.8	-17.46
115	51.4944	6	7	604a7_791-457460.xlsx	4855.955	0	-0.309	0.066	20.92	0	-6.88	-4.696	4958.153	1.548	4.161	0	-1.028	0	-4.552	-4.256	5006.783	1.548	4.161	0	-3.083	0	-13.65	-12.77
116	50.064	6	7	604a7_791-461464.xlsx	4858.83	0.124	0.617	0.42	-13.17	7.312	-8.645	-4.259	4958.066	19.343	382.288	0	-2.53	0	-1030	NaN	5006.696	19.343	382.288	0	-7.591	0	-3089	0
117	48.6336	6	7	604a7_791-465468.xlsx	4854.902	1.101	2.694	1.29	3.58	2.592	10.27	7.665	4955.706	0.209	0.695	0.295	3.501	1.772	2.588	1.307	5004.335	0.209	0.695	0.295	10.5	5.316	7.765	3.922
118	47.2032	6	7	604a7_791-469472.xlsx	4857.387	0.013	0.072	0.051	14.49	6.319	1.107	0.6963	5057.643	152.013	1209.84	890.16	-3.501	4.494	-4508	-8828	5106.272	152.013	1209.84	890.16	-10.5	13.48	-13520	-26480
119	45.7728	6	7	604a7_791-473476.xlsx	4856.657	0.173	-0.469	0.297	-16.21	7.588	8.095	4.26	4990.814	65.666	1873.024	1310.279	-20.51	30.06	-40890	-86810	5039.444	65.666	1873.024	1310.279	-61.53	90.19	-122700	-260400
120	44.3424	6	7	604a7_791-477480.xlsx	4856.678	1.246	1.477	1.452	3.876	4.166	6.096	6.733	4953.591	0.605	1.533	0.922	-1.971	1.381	-3.216	-2.145	5002.221	0.605	1.533	0.922	-5.912	4.144	-9.647	-6.434
121	42.912	6	7	604a7_791-481484.xlsx	4855.907	0.696	2.597	1.174	-6.751	3.031	-18.66	-8.514	4954.035	1.668	4.766	1.66	-1.058	0.4364	-5.369	-2.897	5002.665	1.668	4.766	1.66	-3.175	1.309	-16.11	-8.69
122	41.4816	6	7	604a7_791-485488.xlsx	4857.959	0.812	1.663	1.442	5.64	3.808	9.985	7.04	4954.404	1.164	4.4	0	-1.289	0	-6.039	-14.18	5003.034	1.164	4.4	0	-3.868	0	-18.12	-42.54
123	40.0512	6	7	604a7_791-489492.xlsx	4855.938	0	0.111	0.035	555.2	1386	65.76	144.3	4957.413	1.328	6.975	1.914	-1.454	0.4332	-10.8	-3.887	5006.043	1.328	6.975	1.914	-4.363	1.299	-32.39	-11.66
124	38.6208	6	7	604a7_791-493496.xlsx	4859.148	1.522	5.308	3.208	3.557	2.059	20.1	10.98	4964.52	0	18.694	0	-1.431	0	-28.48	-27.36	5013.149	0	18.694	0	-4.293	0	-85.43	-82.08
125	37.1904	6	7	604a7_791-497500.xlsx	4730.606	70.495	689.347	143.379	10.06	1.347	7384	2248	4962.004	0.606	-3.701	1.02	-2.505	0.7611	9.869	3.013	5010.634	0.606	-3.701	1.02	-7.516	2.283	29.61	9.039
126	35.76	6	7	604a7_791-501504.xlsx	4855.773	14.619	111.541	39.053	2.696	0.6398	320.1	128.3	4938.933	1.369	3.855	1.876	1.354	0.7608	5.558	3.522	4987.563	1.369	3.855	1.876	4.063	2.282	16.67	10.57
127	34.3296	6	7	604a7_791-505508.xlsx	4856.811	0	-0.156	0	-592.7	0	98.32	118.9	4956.223	0.87	1.767	1.941	-2.499	2.274	-4.701	-2.665	5004.853	0.87	1.767	1.941	-7.497	6.821	-14.1	-7.995
128	32.8992	6	7	604a7_791-509512.xlsx	4852.788	2.154	14.102	3.845	5.155	1.368	77.39	21.61	4953.463	0.863	1.749	1.458	-1.298	1.051	-2.417	-2.148	5002.093	0.863	1.749	1.458	-3.894	3.154	-7.251	-6.443
129	31.4688	6	7	604a7_791-513516.xlsx	4857.784	0	0.031	0	13.62	0	0.4449	0.6051	4956.901	1.746	4.099	3.011	-0.982	1.107	-4.284	-3.72	5005.531	1.746	4.099	3.011	-2.946	3.32	-12.85	-11.16
130	30.0384	6	7	604a7_791-517520.xlsx	4861.753	0.225	0.48	0.374	-9.617	6.042	-4.913	-4.287	4979.952	15.887	93.605	33.223	-0.8413	0.1689	-83.83	-30.37	5028.582	15.887	93.605	33.223	-2.524	0.5066	-251.5	-91.12
131	28.608	6	7	604a7_791-521524.xlsx	4775.098	0	343.814	0	5.006	0	1832	0	4953.956	0.985	0.743	1.176	-0.8669	1.1	-0.6854	-1.601	5002.586	0.985	0.743	1.176	-2.601	3.301	-2.056	-4.802
132	27.1776	6	7	604a7_791-525528.xlsx	4854.911	1.664	3.932	0	2.262	2.087	9.466	15.25	4946.929	0.699	1.989	1.435	-1.601	1.079	-3.39	-2.441	4995.559	0.699	1.989	1.435	-4.803	3.237	-10.17	-7.324
133	25.7472	6	7	604a7_791-529532.xlsx	4857.239	2.245	2.441	3.159	-2.141	4.225	-5.562	-8.349	4956.197	0	-0.029	0	-1.243E+12	0	38540000000	6914000000	5004.827	0	-0.029	0	-3.73E+12	0	1.156E+11	20740000000
134	24.3168	6	7	604a7_791-533536.xlsx	4856.807	0.019	0.31	0.182	-35.6	46.76	-11.75	-9.031	4953.291	0.98	2.61	1.758	-1.359	0.9502	-3.775	-2.763	5001.921	0.98	2.61	1.758	-4.076	2.851	-11.32	-8.288
135	22.8864	6	7	604a7_791-537540.xlsx	4856.973	0.11	-0.589	0.278	-15.92	6.044	9.983	4.589	4996.531	32.458	147.6	77.809	-1.07	0.1789	-168.1	-103.4	5045.161	32.458	147.6	77.809	-3.21	0.5368	-504.3	-310.1
136	21.456	6	7	604a7_791-541544.xlsx	4855.956	0	0.526	0	-14.78	0	-8.275	-16.41	4956.035	0.241	0.713	0.488	-3.431	1.765	-2.603	-1.573	5004.665	0.241	0.713	0.488	-10.29	5.296	-7.808	-4.72
137	20.0256	6	7	604a7_791-545548.xlsx	4856.583	0.105	-0.644	0.157	-21.14	5.578	14.49	4.141	4958.314	2.021	7.943	3.028	-1.103	0.485	-9.327	-4.372	5006.944	2.021	7.943	3.028	-3.309	1.455	-27.98	-13.12
138	18.5952	6	7	604a7_791-549552.xlsx	4851.355	1.597	4.763	2.708	3.572	2.558	18.11	11.86	4952.979	1.663	3.143	2.839	-0.8839	1.088	-2.957	-3.119	5001.608	1.663	3.143	2.839	-2.652	3.264	-8.872	-9.358
