Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
39	148.851	15	3	595r3_883-153156.xlsx	6557.902	0.023	1.005	0.051	163.2	7.46	174.5	8.354	6541.447	0.627	6.328	3.798	4.858	1.301	32.72	14.66	6576.947	0.627	6.328	3.798	14.57	3.904	98.17	43.99	6712.426	0.343	2.858	1.113	11.82	3.181	35.97	10.62	6726.826	0.343	2.858	1.113	1.545	2.018	4.7	6.728
40	147.51	15	3	595r3_883-157160.xlsx	6557.934	0.02	0.83	0.04	200.3	8.37	176.9	7.487	6542.977	0.129	1.387	0.511	10.8	2.538	15.94	4.017	6578.477	0.129	1.387	0.511	32.39	7.615	47.82	12.05	6712.166	0.451	3.531	1.7	3.316	2.984	12.46	9.751	6726.566	0.451	3.531	1.7	11.07	3.286	41.62	15.71
41	146.169	15	3	595r3_883-161164.xlsx	6557.868	0.016	0.888	0.045	204.7	9.036	193.5	8.691	6542.945	0.177	1.63	0.791	9.661	2.827	16.76	5.348	6578.445	0.177	1.63	0.791	28.98	8.481	50.28	16.04	6711.792	0.098	0.843	0.275	20.34	5.745	18.26	5.33	6726.192	0.098	0.843	0.275	15.2	5.467	13.64	4.984
42	144.828	15	3	595r3_883-165168.xlsx	6557.833	0.034	0.996	0.083	109.2	8.055	115.8	8.697	6542.858	0.136	1.327	0.43	10.97	2.54	15.49	3.727	6578.358	0.136	1.327	0.43	32.91	7.62	46.47	11.18	6711.938	0.199	1.58	0.45	14.23	3.649	23.93	7.42	6726.338	0.199	1.58	0.45	10.03	4.103	16.87	6.006
43	143.487	15	3	595r3_883-169172.xlsx	6557.77	0.037	1.054	0.085	101.2	7.214	113.5	8.254	6542.857	0.174	1.59	0.525	8.41	2.029	14.23	3.692	6578.357	0.174	1.59	0.525	25.23	6.087	42.69	11.07	6711.693	0.117	-0.516	0.206	15.19	6.179	-8.34	-3.671	6726.093	0.117	-0.516	0.206	7.36	5.822	-4.04	-3.68
44	142.146	15	3	595r3_883-173176.xlsx	6557.768	0.051	1.163	0.109	97.06	7.71	120.2	9.801	6542.644	0.39	3.291	0.98	5.938	1.452	20.8	5.734	6578.144	0.39	3.291	0.98	17.81	4.356	62.4	17.2	6711.606	0.117	0.682	0.484	17.31	7.274	12.56	6.2	6726.006	0.117	0.682	0.484	6.062	6.118	4.4	3.709
45	140.805	15	3	595r3_883-177180.xlsx	6557.765	0.048	1.289	0.11	97.27	7.248	133.4	10.19	6542.982	0.151	1.417	0.367	10.24	2.236	15.44	3.501	6578.482	0.151	1.417	0.367	30.71	6.708	46.31	10.5	6711.62	0.128	-0.776	0.36	16.39	6.297	-13.54	-4.952	6726.02	0.128	-0.776	0.36	6.686	4.639	-5.524	-4.469
46	139.464	15	3	595r3_883-181184.xlsx	6557.749	0.049	1.185	0.099	105.2	7.796	132.7	10.03	6543.025	0.165	0.976	0.431	8.42	2.941	8.748	3.098	6578.525	0.165	0.976	0.431	25.26	8.822	26.24	9.293	6711.791	0.099	0.77	0.267	14.05	4.804	11.52	4.837	6726.191	0.099	0.77	0.267	15.12	5.754	12.39	4.037
47	138.123	15	3	595r3_883-185188.xlsx	6557.703	0.036	1.117	0.084	123.9	7.992	147.2	9.698	6542.912	0.108	0.844	0.318	11.25	3.174	10.11	2.914	6578.412	0.108	0.844	0.318	33.75	9.521	30.32	8.742	6711.864	0.104	1.104	0.222	20.65	4.256	24.27	5.13	6726.264	0.104	1.104	0.222	11.16	3.932	13.12	4.673
48	136.782	15	3	595r3_883-189192.xlsx	6557.672	0.03	1.125	0.069	144.5	8.226	173.1	10.04	6542.914	0.13	1.392	0.527	12.68	3.018	18.79	4.829	6578.414	0.13	1.392	0.527	38.04	9.053	56.36	14.49	6711.686	0.081	-0.678	0.192	23.42	6.207	-16.9	-4.48	6726.086	0.081	-0.678	0.192	15.82	5.506	-11.42	-4.295
49	135.441	15	3	595r3_883-193196.xlsx	6557.598	0.026	1.188	0.065	155.7	7.586	196.9	9.964	6544.812	1.046	12.167	2.372	4.834	0.8677	62.6	15.52	6580.312	1.046	12.167	2.372	14.5	2.603	187.8	46.55	6711.76	0.047	-0.422	0.128	28.15	9.9	-12.65	-3.189	6726.16	0.047	-0.422	0.128	19.73	6.108	-8.868	-3.963
50	134.1	15	3	595r3_883-197200.xlsx	6557.6	0.024	1.127	0.05	193.8	7.658	232.5	9.516	6545.204	1.126	12.703	2.551	4.496	0.8539	60.8	15.67	6580.704	1.126	12.703	2.551	13.49	2.562	182.4	47.01	6711.462	0.104	0.851	0.444	24.58	7.497	22.25	7.15	6725.862	0.104	0.851	0.444	2.714	4.061	2.457	3.586
51	132.759	15	3	595r3_883-201204.xlsx	6557.54	0.019	1.112	0.041	233.3	7.47	276.2	9.053	6542.853	0.156	1.228	0.925	9.339	3.769	12.21	5.497	6578.353	0.156	1.228	0.925	28.02	11.31	36.62	16.49	6711.735	0.121	0.887	0.223	12.09	4.488	11.43	4.835	6726.135	0.121	0.887	0.223	14.96	5.121	14.13	4.414
52	131.418	15	3	595r3_883-205208.xlsx	6557.528	0.017	1.208	0.037	287.1	7.538	369.2	9.944	6542.473	0.205	2.583	0.561	10.24	1.702	28.16	5.154	6577.973	0.205	2.583	0.561	30.73	5.105	84.49	15.46	6712.013	0.122	0.728	0.412	18.33	6.838	14.2	5.671	6726.413	0.122	0.728	0.412	1.58	5.938	1.225	4.538
53	130.077	15	3	595r3_883-209212.xlsx	6557.604	0.018	1.234	0.039	292.1	7.886	383.6	10.6	6542.924	0.091	1.114	0.26	15.81	2.803	18.75	3.469	6578.424	0.091	1.114	0.26	47.44	8.41	56.24	10.41	6711.8	0.084	0.701	0.224	23.05	6.303	17.21	4.91	6726.2	0.084	0.701	0.224	14.45	5.826	10.79	4.236
54	128.736	15	3	595r3_883-213216.xlsx	6557.712	0.018	1.22	0.039	267.3	7.403	347.1	9.829	6543.006	0.09	1.083	0.22	14.79	2.506	17.05	3.003	6578.506	0.09	1.083	0.22	44.37	7.518	51.16	9.01	6711.837	0.05	0.78	0.125	43.65	6.021	36.24	5.22	6726.237	0.05	0.78	0.125	18.42	5.343	15.3	4.29
55	127.395	15	3	595r3_883-217220.xlsx	6557.814	0.021	1.289	0.053	216.2	7.362	296.7	10.46	6542.962	0.135	1.766	0.942	13.12	3.587	24.67	7.814	6578.462	0.135	1.766	0.942	39.37	10.76	74	23.44	6711.979	0.098	1.293	0.222	25.64	4.289	35.3	6.964	6726.379	0.098	1.293	0.222	19	4.739	26.15	5.723
56	126.054	15	3	595r3_883-221224.xlsx	6557.812	0.026	1.431	0.067	195.3	7.629	297.5	11.96	6543.106	0.132	1.407	0.415	12.66	2.672	18.96	4.235	6578.606	0.132	1.407	0.415	37.99	8.015	56.89	12.71	6712.119	0.148	1.265	0.306	24.4	5.456	32.84	7.192	6726.519	0.148	1.265	0.306	10.93	4.541	14.71	6.681
57	124.713	15	3	595r3_883-225228.xlsx	6557.701	0.03	1.234	0.074	168.4	8.002	221.2	10.84	6542.527	0.341	3.048	0.99	6.776	1.623	21.98	6.031	6578.027	0.341	3.048	0.99	20.33	4.869	65.95	18.09	6711.799	0.105	0.926	0.302	18.74	5.095	18.46	5.921	6726.199	0.105	0.926	0.302	14.23	5.502	14.02	4.802
58	123.372	15	3	595r3_883-229232.xlsx	6557.657	0.035	1.257	0.081	157.7	8.15	211	11.44	6544.939	1.433	12.576	3.019	3.743	0.9182	50.11	16.29	6580.439	1.433	12.576	3.019	11.23	2.755	150.3	48.88	6711.824	0.159	0.199	0.151	161.4	576.8	34.2	96.45	6726.224	0.159	0.199	0.151	21.07	19.33	4.465	2.169
59	122.031	15	3	595r3_883-233236.xlsx	6557.646	0.021	0.994	0.054	200.7	8.702	212.4	9.407	6542.49	0.193	1.369	0.591	8.762	2.61	12.77	4.013	6577.99	0.193	1.369	0.591	26.29	7.829	38.3	12.04	6711.874	0.063	0.593	0.217	31.47	8.719	19.85	4.84	6726.274	0.063	0.593	0.217	4.319	6	2.724	3.679
60	120.69	15	3	595r3_883-237240.xlsx	6557.56	0.027	1.029	0.065	169.5	8.505	185.7	9.551	6542.61	0.205	2.266	0.606	9.73	1.884	23.47	4.98	6578.11	0.205	2.266	0.606	29.19	5.653	70.42	14.94	6711.521	0.088	0.899	0.224	26.66	5.593	25.51	5.596	6725.921	0.088	0.899	0.224	6.89	4.708	6.591	4.384
61	119.349	15	3	595r3_883-241244.xlsx	6557.284	0.046	1.54	0.093	134.6	7.288	220.7	12.31	6542.352	0.344	2.834	0.798	7.036	1.708	21.22	5.673	6577.852	0.344	2.834	0.798	21.11	5.124	63.67	17.02	6714.018	0.733	1.671	1.277	-2.63	3.968	-4.678	-9.567	6728.418	0.733	1.671	1.277	-8.589	5.101	-15.27	-7.663
62	118.008	15	3	595r3_883-245248.xlsx	6557.16	0.026	1.368	0.063	233.9	8.635	340.6	12.99	6542.18	0.334	2.839	0.691	7.608	1.763	22.99	5.789	6577.68	0.334	2.839	0.691	22.83	5.289	68.98	17.37	6711.056	0.356	2.381	0.695	9.525	3.114	24.14	9.322	6725.456	0.356	2.381	0.695	8.254	3.39	20.92	7.887
63	116.667	15	3	595r3_883-249252.xlsx	6557.146	0.019	1.169	0.045	361.5	10.85	449.8	13.88	6542.359	0.219	1.939	0.526	10.94	2.505	22.57	5.54	6577.859	0.219	1.939	0.526	32.81	7.514	67.71	16.62	6711.771	0.123	-0.808	0.278	13.3	5.781	-11.45	-4.25	6726.171	0.123	-0.808	0.278	13.92	4.951	-11.98	-5.121
64	115.326	15	3	595r3_883-253256.xlsx	6557.143	0.009	0.969	0.02	633.6	10.66	653.3	11.23	6542.365	0.171	2.101	0.473	13.78	2.375	30.82	5.693	6577.865	0.171	2.101	0.473	41.35	7.125	92.46	17.08	6711.267	0.121	1.254	0.278	22.18	4.363	29.6	6.415	6725.667	0.121	1.254	0.278	10.27	4.143	13.71	5.207
65	113.985	15	3	595r3_883-257260.xlsx	6557.119	0.009	0.922	0.021	646.1	11.88	634.2	11.91	6542.405	0.194	1.783	0.513	12.07	2.695	22.91	5.486	6577.905	0.194	1.783	0.513	36.21	8.085	68.73	16.46	6711.508	0.142	1.467	0.516	19.88	4.642	31.04	8.354	6725.908	0.142	1.467	0.516	7.819	3.914	12.21	5.615
66	112.644	15	3	595r3_883-261264.xlsx	6557.158	0.026	0.955	0.057	577	28.81	586.8	29.86	6542.392	0.426	1.354	0.934	12.15	7.377	17.51	11.16	6577.892	0.426	1.354	0.934	36.44	22.13	52.52	33.48	6711.083	0.066	0.905	0.137	31.72	4.74	30.55	4.48	6725.483	0.066	0.905	0.137	13.07	4.051	12.59	4.153
67	111.303	15	3	595r3_883-265268.xlsx	6557.226	0.018	1.018	0.038	533.1	16.46	577.6	18.23	6542.648	0.435	2.31	0.938	9.467	3.398	23.28	8.928	6578.148	0.435	2.31	0.938	28.4	10.19	69.84	26.78	6710.915	0.125	0.669	0.217	22.05	5.621	15.71	4.994	6725.315	0.125	0.669	0.217	6.237	6.251	4.443	3.801
68	109.962	15	3	595r3_883-269272.xlsx	6557.27	0.007	1.035	0.015	687	8.195	757.1	9.235	6542.649	0.192	2.389	0.581	10.33	1.818	26.28	5.145	6578.149	0.192	2.389	0.581	31	5.454	78.84	15.44	6711.844	0.073	0.715	0.193	22.02	5.202	16.77	4.666	6726.244	0.073	0.715	0.193	14.58	5.747	11.1	3.663
69	108.621	15	3	595r3_883-273276.xlsx	6557.25	0.008	1.07	0.018	839.2	11.77	956	13.72	6542.567	0.143	1.625	0.384	16.38	3.037	28.34	5.616	6578.067	0.143	1.625	0.384	49.14	9.11	85.02	16.85	6711.618	0.082	1.201	0.179	28.41	4.069	36.33	5.779	6726.018	0.082	1.201	0.179	19.31	4.141	24.69	4.943
70	107.28	15	3	595r3_883-277280.xlsx	6557.382	0.027	1.562	0.075	729.1	25.09	1213	43.63	6542.724	0.418	1.631	1.328	13.72	7.57	23.81	14.87	6578.224	0.418	1.631	1.328	41.16	22.71	71.44	44.6	6711.546	0.08	1.142	0.196	25.51	4.319	30.99	6.039	6725.946	0.08	1.142	0.196	22.11	4.723	26.87	5.206
71	105.939	15	3	595r3_883-281284.xlsx	6557.524	0.021	1.812	0.051	625.2	15.45	1206	30.87	6542.909	0.27	1.789	0.841	16.06	5.433	30.58	11.1	6578.409	0.27	1.789	0.841	48.17	16.3	91.75	33.29	6711.758	0.035	0.6	0.085	43.26	6.074	27.63	3.962	6726.158	0.035	0.6	0.085	31.54	5.668	20.14	3.688
72	104.598	15	3	595r3_883-285288.xlsx	6557.843	0.013	1.652	0.03	799.2	12.61	1405	22.85	6543.111	0.132	1.421	0.318	22.91	4.352	34.65	6.878	6578.611	0.132	1.421	0.318	68.74	13.06	104	20.63	6712.044	0.061	1.174	0.129	35.9	4.376	44.86	5.472	6726.444	0.061	1.174	0.129	24.63	4.05	30.78	5.297
73	103.257	15	3	595r3_883-289292.xlsx	6557.921	0.005	1.129	0.01	1948	15.11	2341	18.55	6543.12	0.055	0.949	0.137	43.59	5.239	44.02	5.446	6578.62	0.055	0.949	0.137	130.8	15.72	132.1	16.34	6712.086	0.032	1.047	0.09	60.76	4.568	67.73	5.149	6726.486	0.032	1.047	0.09	31.64	3.932	35.26	4.587
74	101.916	15	3	595r3_883-293296.xlsx	6557.821	0.003	1.078	0.007	2938	15.44	3371	18.07	6542.983	0.035	0.957	0.088	68.83	5.236	70.11	5.496	6578.483	0.035	0.957	0.088	206.5	15.71	210.3	16.49	6711.876	0.026	0.992	0.06	82.82	4.819	87.46	5.439	6726.276	0.026	0.992	0.06	56.79	4.705	59.98	4.823
75	100.575	15	3	595r3_883-297300.xlsx	6557.612	0.001	0.961	0.003	6491	17.61	6641	18.34	6542.827	0.016	0.872	0.038	159.8	5.895	148.4	5.61	6578.327	0.016	0.872	0.038	479.5	17.69	445.2	16.83	6711.742	0.016	0.992	0.036	142.9	4.876	151	5.22	6726.142	0.016	0.992	0.036	96.26	4.443	101.7	4.87
76	99.234	15	3	595r3_883-301304.xlsx	6557.596	0.001	-0.908	0.003	5793	18.63	-5599	-18.29	6542.843	0.01	0.796	0.024	248	6.351	210	5.493	6578.343	0.01	0.796	0.024	743.9	19.05	630	16.48	6711.748	0.011	0.805	0.022	217.5	5.919	186.4	5.28	6726.147	0.011	0.805	0.022	149.3	5.64	128	4.802
77	97.893	15	3	595r3_883-305308.xlsx	6557.554	0.002	-0.88	0.005	5925	29.52	-5553	-28.1	6542.763	0.008	0.764	0.017	495.8	9.734	403.5	8.132	6578.263	0.008	0.764	0.017	1487	29.2	1210	24.39	6711.689	0.004	0.739	0.01	494.3	6.865	388.9	5.531	6726.089	0.004	0.739	0.01	334.9	6.445	263.5	5.167
78	96.552	15	3	595r3_883-309312.xlsx	6557.495	0.002	0.922	0.006	2838	15.39	2787	15.37	6542.701	0.008	0.76	0.019	231.1	5.186	187	4.312	6578.201	0.008	0.76	0.019	693.4	15.56	561.1	12.94	6711.628	0.008	0.775	0.018	257.5	5.897	212.5	4.987	6726.028	0.008	0.775	0.018	173.4	5.538	143.1	4.627
79	95.211	15	3	595r3_883-313316.xlsx	6557.471	0.003	0.999	0.007	1467	8.976	1560	9.723	6542.709	0.012	0.858	0.029	107.5	3.071	98.2	2.883	6578.209	0.012	0.858	0.029	322.6	9.214	294.6	8.649	6711.666	0.017	0.865	0.037	121.9	5.333	112.3	5.044	6726.066	0.017	0.865	0.037	94.79	5.113	87.29	4.775
80	93.87	15	3	595r3_883-317320.xlsx	6557.355	0.006	1.305	0.015	886	8.741	1231	12.46	6542.731	0.031	1.1	0.083	51.29	3.086	60.06	3.754	6578.231	0.031	1.1	0.083	153.9	9.259	180.2	11.26	6711.681	0.023	0.948	0.058	89.41	5.05	90.22	5.344	6726.081	0.023	0.948	0.058	61.66	4.804	62.22	4.821
81	92.529	15	3	595r3_883-321324.xlsx	6557.262	0.011	1.567	0.021	752.3	9.111	1255	15.62	6542.567	0.057	1.626	0.137	41.84	2.931	72.4	5.342	6578.067	0.057	1.626	0.137	125.5	8.792	217.2	16.03	6711.63	0.045	1.307	0.119	77.28	5.37	107.5	7.578	6726.03	0.045	1.307	0.119	39.73	4.315	55.29	6.562
82	91.188	15	3	595r3_883-325328.xlsx	6557.416	0.01	1.48	0.027	586.3	9.443	923.5	15.29	6542.733	0.054	1.365	0.152	40.75	3.389	59.2	5.192	6578.233	0.054	1.365	0.152	122.3	10.17	177.6	15.57	6711.754	0.031	1.113	0.083	73.16	4.812	86.66	6.012	6726.154	0.031	1.113	0.083	55.98	4.594	66.3	5.498
83	89.847	15	3	595r3_883-329332.xlsx	6557.391	0.009	1.259	0.022	571.6	8.152	765.8	11.2	6542.627	0.037	1.137	0.095	40.88	2.757	49.48	3.465	6578.127	0.037	1.137	0.095	122.6	8.271	148.4	10.4	6711.697	0.025	1.051	0.064	74.44	4.301	83.31	5.075	6726.097	0.025	1.051	0.064	50.03	4.106	55.98	4.548
84	88.506	15	3	595r3_883-333336.xlsx	6557.314	0.005	1.204	0.014	750.2	7.222	961.4	9.467	6542.534	0.027	1.23	0.064	51.93	2.282	67.97	3.1	6578.034	0.027	1.23	0.064	155.8	6.845	203.9	9.299	6711.566	0.027	1.113	0.057	88.2	4.458	104.5	5.559	6725.966	0.027	1.113	0.057	60.57	4.279	71.78	5.037
85	87.165	15	3	595r3_883-337340.xlsx	6557.67	0.022	1.613	0.046	851.6	23.54	1462	41.39	6542.586	0.066	0.991	0.163	74.07	10.09	78.13	10.98	6578.086	0.066	0.991	0.163	222.2	30.28	234.4	32.94	6711.506	0.018	0.986	0.039	120.8	4.644	126.7	5.045	6725.906	0.018	0.986	0.039	89.99	4.418	94.41	4.689
86	85.824	15	3	595r3_883-341344.xlsx	6558.251	0.011	-0.544	0.026	3254	122.3	-1884	-64.78	6542.692	0.125	0.741	0.293	83.51	28.09	65.87	23.27	6578.192	0.125	0.741	0.293	250.5	84.27	197.6	69.8	6711.587	0.009	0.815	0.026	159.9	5.032	138.6	4.407	6725.987	0.009	0.815	0.026	112.7	4.655	97.74	4.158
87	84.483	15	3	595r3_883-345348.xlsx	6557.614	0.004	-0.867	0.011	845.5	9.219	-780.4	-8.633	6542.776	0.014	0.766	0.033	86.07	3.104	70.16	2.601	6578.276	0.014	0.766	0.033	258.2	9.312	210.5	7.803	6711.665	0.01	0.712	0.02	195.4	5.732	148	4.45	6726.064	0.01	0.712	0.02	141.3	5.425	107.1	4.213
88	83.142	15	3	595r3_883-349352.xlsx	6557.656	0.009	-0.91	0.021	444.7	8.755	-430.8	-8.62	6542.789	0.025	0.822	0.058	46.12	2.866	40.38	2.57	6578.289	0.025	0.822	0.058	138.4	8.598	121.1	7.711	6711.709	0.019	0.79	0.043	103.6	5.637	87.13	4.963	6726.109	0.019	0.79	0.043	64.15	5.382	53.97	4.454
89	81.801	15	3	595r3_883-353356.xlsx	6557.695	0.019	0.965	0.048	202.4	8.634	208	9.028	6542.897	0.062	0.833	0.16	19.44	3.047	17.24	2.751	6578.397	0.062	0.833	0.16	58.32	9.14	51.71	8.253	6711.718	0.042	0.876	0.085	48.86	4.75	45.55	4.57	6726.118	0.042	0.876	0.085	19.29	4.332	17.98	3.999
90	80.46	15	3	595r3_883-357360.xlsx	6557.714	0.03	1.113	0.073	130.6	7.474	154.6	9.118	6543.276	0.407	5.481	1.257	7.089	1.141	41.36	8.49	6578.776	0.407	5.481	1.257	21.27	3.424	124.1	25.47	6711.848	0.058	0.846	0.157	35.97	6.061	32.4	5.557	6726.248	0.058	0.846	0.157	26.4	5.603	23.78	5.185
91	79.119	15	3	595r3_883-361364.xlsx	6557.871	0.034	1.138	0.076	120.9	7.2	146.5	8.915	6542.862	0.119	1.377	0.682	12.02	3.283	17.63	5.328	6578.362	0.119	1.377	0.682	36.07	9.85	52.88	15.98	6711.887	0.077	1.093	0.194	29.74	4.722	34.58	5.906	6726.287	0.077	1.093	0.194	19.9	4.561	23.14	5.15
92	77.778	15	3	595r3_883-365368.xlsx	6557.784	0.029	1.012	0.076	118.8	7.617	127.9	8.379	6542.993	0.13	1.508	0.561	11.77	2.6	18.88	4.624	6578.493	0.13	1.508	0.561	35.3	7.801	56.65	13.87	6711.961	0.071	1.08	0.144	33.83	4.659	38.9	5.566	6726.361	0.071	1.08	0.144	18.16	4.391	20.88	5.019
93	76.437	15	3	595r3_883-369372.xlsx	6557.726	0.025	0.878	0.059	140.1	8.081	130.9	7.677	6542.958	0.078	0.971	0.198	15.28	2.516	15.8	2.677	6578.458	0.078	0.971	0.198	45.85	7.547	47.39	8.03	6711.691	0.046	1.045	0.101	51.56	4.845	57.35	5.698	6726.091	0.046	1.045	0.101	29.17	4.617	32.45	5.018
94	75.096	15	3	595r3_883-373376.xlsx	6557.679	0.039	1.025	0.101	102.1	8.283	111.4	9.262	6542.702	0.422	3.075	1.08	5.562	1.539	18.21	5.637	6578.202	0.422	3.075	1.08	16.69	4.617	54.62	16.91	6711.866	0.055	0.858	0.126	32.46	4.899	29.65	4.994	6726.266	0.055	0.858	0.126	23.56	5.138	21.53	4.296
95	73.755	15	3	595r3_883-377380.xlsx	6557.694	0.076	1.175	0.175	55.91	7.148	69.93	9.168	6542.5	0.629	3.144	1.423	3.383	1.355	11.32	5.009	6578	0.629	3.144	1.423	10.15	4.064	33.97	15.03	6713.677	0.158	0.711	0.264	-12.77	6.429	-9.665	-4.833	6728.077	0.158	0.711	0.264	-11.49	6.215	-8.696	-4.861
96	72.414	15	3	595r3_883-381384.xlsx	6557.736	0.066	1.126	0.151	60.23	7.327	72.21	8.961	6542.55	0.36	2.949	0.795	5.867	1.422	18.42	4.921	6578.05	0.36	2.949	0.795	17.6	4.265	55.26	14.76	6711.731	0.134	1.158	0.266	17.92	4.298	22.09	5.02	6726.131	0.134	1.158	0.266	10.67	3.652	13.16	5.071
97	71.073	15	3	595r3_883-385388.xlsx	6557.587	0.065	1.191	0.15	73.34	7.606	92.96	10.22	6542.1	1.211	9.852	4.114	3.437	0.9029	36.04	15.53	6577.6	1.211	9.852	4.114	10.31	2.709	108.1	46.58	6711.611	0.095	0.987	0.193	25.03	5.103	26.29	5.086	6726.011	0.095	0.987	0.193	13.41	4.351	14.08	5.071
98	69.732	15	3	595r3_883-389392.xlsx	6557.566	0.056	0.972	0.133	66.9	8.298	69.19	8.743	6542.485	0.532	3.258	0.955	4.402	1.388	15.27	5.148	6577.985	0.532	3.258	0.955	13.21	4.165	45.81	15.45	6711.702	0.108	1.242	0.214	19.09	4.118	25.24	5.17	6726.102	0.108	1.242	0.214	15.17	3.719	20.05	5.461
99	68.391	15	3	595r3_883-393396.xlsx	6557.368	0.102	1.312	0.275	42.19	7.195	58.94	10.33	6542.31	0.268	1.931	0.761	6.433	1.912	13.23	4.291	6577.81	0.268	1.931	0.761	19.3	5.736	39.68	12.87	6711.186	0.248	2.17	0.649	14.44	3.528	33.35	9.951	6725.586	0.248	2.17	0.649	8.539	3.799	19.72	7.778
100	67.05	15	3	595r3_883-397400.xlsx	6557.349	0.104	1.498	0.235	45.12	6.254	71.95	10.47	6545.028	1.282	13.565	2.499	3.625	0.791	52.35	14.54	6580.528	1.282	13.565	2.499	10.88	2.373	157	43.62	6711.453	0.266	1.974	0.657	10.97	3.598	23.04	7.769	6725.853	0.266	1.974	0.657	10.61	3.504	22.29	7.978
101	65.709	15	3	595r3_883-401404.xlsx	6557.446	0.059	1.288	0.129	84.96	7.338	116.5	10.34	6542.553	0.294	2.841	0.802	7.532	1.628	22.78	5.509	6578.053	0.294	2.841	0.802	22.6	4.884	68.34	16.53	6711.501	0.05	0.889	0.115	41.3	4.814	39.09	4.745	6725.901	0.05	0.889	0.115	20.57	4.353	19.47	4.088
102	64.368	15	3	595r3_883-405408.xlsx	6557.347	0.075	1.007	0.175	52.45	8.113	56.24	8.868	6542.357	0.476	2.524	1.078	4.56	1.673	12.25	4.745	6577.857	0.476	2.524	1.078	13.68	5.019	36.75	14.23	6711.565	0.089	0.993	0.216	23.41	4.99	24.74	5.538	6725.965	0.089	0.993	0.216	18.62	4.88	19.67	5.138
103	63.027	15	3	595r3_883-409412.xlsx	6557.314	0.264	1.538	0.504	21.48	6.288	35.16	10.57	6541.484	0.396	1.347	1.211	4.172	2.432	5.983	3.946	6576.984	0.396	1.347	1.211	12.52	7.297	17.95	11.84	6711.847	0.769	1.65	1.228	4.553	4.053	7.997	6.575	6726.247	0.769	1.65	1.228	1.765	3.69	3.1	7.324
104	61.686	15	3	595r3_883-413416.xlsx	6557.546	0.138	0.91	0.266	27.57	8.105	26.69	8.025	6541.867	0.402	1.921	0.72	4.432	1.748	9.062	3.772	6577.367	0.402	1.921	0.72	13.3	5.245	27.19	11.32	6711.585	0.294	2.196	0.825	12.16	3.448	28.42	8.866	6725.985	0.294	2.196	0.825	3.906	2.82	9.133	6.64
105	60.345	15	3	595r3_883-417420.xlsx	6557.393	0.214	1.235	0.431	21.13	7.262	27.77	9.742	6542.062	0.767	2.599	2.197	3.568	1.919	9.871	6.214	6577.562	0.767	2.599	2.197	10.71	5.758	29.61	18.64	6713.909	0.422	1.757	0.691	-7.82	4.149	-14.63	-7.909	6728.309	0.422	1.757	0.691	6.537	4.263	12.23	7.904
106	59.004	15	3	595r3_883-421424.xlsx	6557.591	0.115	0.888	0.286	31.29	8.436	29.58	8.179	6542.519	0.364	2.41	0.838	5.389	1.563	13.83	4.474	6578.019	0.364	2.41	0.838	16.17	4.69	41.48	13.42	6711.488	0.056	-0.545	0.153	18.3	6.181	-10.61	-3.689	6725.888	0.056	-0.545	0.153	24.8	7.332	-14.37	-3.543
107	57.663	15	3	595r3_883-425428.xlsx	6557.233	0.195	-0.871	0.386	20.36	8.687	-18.87	-8.051	6542.245	0.709	3.658	2.834	3.555	1.56	13.84	8.109	6577.745	0.709	3.658	2.834	10.66	4.679	41.52	24.33	6710.671	0.416	2.775	0.654	10.09	3.184	29.8	9.872	6725.071	0.416	2.775	0.654	6.685	3.23	19.75	9.661
108	56.322	15	3	595r3_883-429432.xlsx	6557.38	0.125	1.097	0.273	31.75	7.183	37.07	8.542	6541.981	0.469	2.66	0.956	4.15	1.41	11.75	4.386	6577.481	0.469	2.66	0.956	12.45	4.229	35.26	13.16	6713.295	0.116	0.192	0.096	-94.35	198.5	-19.32	-31.31	6727.695	0.116	0.192	0.096	17.59	10.6	3.603	1.709
109	54.981	15	3	595r3_883-433436.xlsx	6557.322	0.151	-0.654	0.378	23.75	10.7	-16.53	-7.622	6542.001	0.718	2.862	1.993	3.018	1.563	9.194	5.57	6577.501	0.718	2.862	1.993	9.054	4.689	27.58	16.71	6711.599	0.127	1.037	0.311	3.066	4.39	3.383	5.125	6725.999	0.127	1.037	0.311	18.9	4.796	20.86	5.22
110	53.64	15	3	595r3_883-437440.xlsx	6557.106	0.1	-0.545	0.261	29.38	10.98	-17.04	-6.987	6541.368	0.708	3.932	1.862	4.229	1.383	17.7	7.052	6576.868	0.708	3.932	1.862	12.69	4.148	53.1	21.16	6714.354	0.13	0.482	0.264	-14.23	8.165	-7.299	-3.618	6728.753	0.13	0.482	0.264	7.496	5.722	3.846	3.589
